season,season_id,week,week_z,event_id,slot,n_active,contestant_key,celeb_key,celeb_id,ballroom_partner,pro_id,industry_group,industry_id,age,age_z,y_j_score_z,share_mean,share_sd,share_ci2_5,share_ci97_5,share_mean_clipped,y_f_logit_share_mean,y_f_logit_share_se,logV_centered_mean,logV_centered_sd,logV_centered_ci2_5,logV_centered_ci97_5,eliminated_flag,contestant_idx,score_z,logV_mean,logV_sd,logV_ci2_5,logV_ci97_5,season_from_key,celebrity_name_from_key,celebrity_industry,celebrity_age_during_season,celebrity_name
5,4,10,1.9856266309707882,5-10,1,3,S5:Marie Osmond,S5:Marie Osmond,360,Jonathan Roberts,34,Singer/Rapper,5,47.0,0.8309626988535883,-0.4149479866027832,0.0328036177620127,0.0159994558099096,0.0108820296427231,0.0713526083534726,0.0328036177620127,-3.3838627519147555,0.5042765873505863,-1.8386326319614936,0.3054368482563382,-2.4870009759791976,-1.214796138363771,0,362,-0.4149479866027832,-0.5651533404047997,1.439566161546912,-3.4036597169467884,2.388955396396445,5,Marie Osmond,Singer/Rapper,47.0,Marie Osmond
5,4,10,1.9856266309707882,5-10,2,3,S5:Mel B,S5:Mel B,362,Maksim Chmerkoskiy,44,Singer/Rapper,5,32.0,-0.3325309018293012,1.1533236503601074,0.5212690208714205,0.1090644191905481,0.2711354624557719,0.7478231542757958,0.5212690208714205,0.08512745390180032,0.4370485094823257,1.000426059082829,0.2952802824429346,0.3785716002955788,1.6469966243122154,0,364,1.1533236503601074,2.2739053506395224,1.4511240338357878,-0.5752557180111673,5.307634116943792,5,Mel B,Singer/Rapper,32.0,Mel B
6,5,1,-1.2900651749527905,6-1,0,12,S6:Adam Carolla,S6:Adam Carolla,365,Julianne Hough,35,Other,4,43.0,0.5206977386714844,-2.3222265243530273,0.0015658250230326,0.0008531220604992,0.0002809305857501,0.0035445265612905,0.0015658250230326,-6.4577753704209,0.545693153942716,-2.6307906843698143,0.402701423681055,-3.5973245296691765,-1.9308452958386555,0,367,-2.3222265243530273,-4.391169238848562,1.5474739916699485,-7.46417023935756,-1.3422928402152676,6,Adam Carolla,Radio Personality,43.0,Adam Carolla
6,5,1,-1.2900651749527905,6-1,1,12,S6:Cristian de la Fuente,S6:Cristian de la Fuente,366,Cheryl Burke,14,Actor/Actress,0,34.0,-0.17739842173824924,-0.7452566027641296,0.0331300714687359,0.0150321025885601,0.0121630756723047,0.0695602924520724,0.0331300714687359,-3.3736226025664373,0.4692770387931281,0.5017990485538324,0.3567148218009536,-0.0657481670660943,1.4357519005785424,0,368,-0.7452566027641296,-1.2585795059249154,1.5064583049260925,-4.13307231142171,1.7536181771368509,6,Cristian de la Fuente,Actor/Actress,34.0,Cristian de la Fuente
6,5,1,-1.2900651749527905,6-1,2,12,S6:Jason Taylor,S6:Jason Taylor,367,Edyta Sliwinska,21,Athlete,1,33.0,-0.2549646617837752,-0.4824282824993133,0.0528635358165064,0.0236957181312387,0.0190995164304797,0.1158948117782927,0.0528635358165064,-2.8857293872217613,0.47326142846533537,0.9702490457707292,0.3703698746404176,0.32966287134971,1.9214264982389393,0,369,-0.4824282824993133,-0.7901295087080183,1.515035163788658,-3.736757977421255,2.205243410980157,6,Jason Taylor,Athlete,33.0,Jason Taylor
6,5,1,-1.2900651749527905,6-1,3,12,S6:Kristi Yamaguchi,S6:Kristi Yamaguchi,368,Mark Ballas,45,Athlete,1,36.0,-0.02226594164719732,0.8317132592201233,0.5720775647830431,0.0971548383137157,0.3766384773231707,0.7930199363474593,0.5720775647830431,0.290332631924379,0.39686651785011173,3.4215855426629864,0.4594051848719019,2.678235143611019,4.554851107726365,0,370,0.8317132592201233,1.661206988184238,1.5321337342045998,-1.274313861388639,4.747109242666286,6,Kristi Yamaguchi,Athlete,36.0,Kristi Yamaguchi
6,5,1,-1.2900651749527905,6-1,4,12,S6:Mario,S6:Mario,369,Karina Smirnoff,36,Singer/Rapper,5,21.0,-1.1857595423300868,0.0432283394038677,0.1235663217920061,0.0454075777720711,0.0409196244333378,0.2280166989311482,0.1235663217920061,-1.9590830043949874,0.4192848387311904,1.8320135671606677,0.3632209426827364,1.1072719485112648,2.6446305651582382,0,371,0.0432283394038677,0.07163501268192,1.512913352016351,-2.8708574881935354,3.115373882555786,6,Mario,Singer/Rapper,21.0,Mario
6,5,1,-1.2900651749527905,6-1,5,12,S6:Marissa Jaret Winokur,S6:Marissa Jaret Winokur,370,Tony Dovolani,52,Actor/Actress,0,35.0,-0.09983218169272329,-1.533741474151611,0.0071729125288987,0.0033556292163274,0.0020149783017764,0.0151455666780803,0.0071729125288987,-4.930244734856966,0.47119949313335313,-1.0535518070625305,0.3251182166421717,-1.707883307851586,-0.359062699391114,0,372,-1.533741474151611,-2.8139303615412783,1.5061495601873116,-5.805421177208715,0.1048365376847516,6,Marissa Jaret Winokur,Actor/Actress,35.0,Marissa Jaret Winokur
6,5,1,-1.2900651749527905,6-1,6,12,S6:Marlee Matlin,S6:Marlee Matlin,371,Fabian Sanchez,27,Actor/Actress,0,42.0,0.44313149862595846,-0.4824282824993133,0.0482497012665089,0.0198968516052516,0.0156773817396571,0.0948270176092567,0.0482497012665089,-2.9819130727425303,0.4332780721526746,0.8798579125652293,0.337792032462882,0.213572172588681,1.6566843123351351,0,373,-0.4824282824993133,-0.8805206419135182,1.5087631630541696,-3.7519963772999607,2.1574897652577585,6,Marlee Matlin,Actor/Actress,42.0,Marlee Matlin
6,5,1,-1.2900651749527905,6-1,7,12,S6:Monica Seles,S6:Monica Seles,372,Jonathan Roberts,34,Athlete,1,34.0,-0.17739842173824924,-2.3222265243530273,0.0014826053250046,0.0008530402584269,0.0002326471213665,0.0034458149645033,0.0014826053250046,-6.512470678609905,0.5762200121071256,-2.706106721421964,0.4443437751128932,-3.852661591896758,-2.0165664079083676,0,374,-2.3222265243530273,-4.466485275900712,1.5600526964832404,-7.543240392465106,-1.442464494010791,6,Monica Seles,Athlete,34.0,Monica Seles
6,5,1,-1.2900651749527905,6-1,8,12,S6:Penn Jillette,S6:Penn Jillette,373,Kym Johnson,40,Other,4,53.0,1.296360139126744,-2.0593981742858887,0.0023925850880013,0.0012635500596274,0.000420365651341,0.0052884645381023,0.0023925850880013,-6.0329854189033805,0.5293773949789061,-2.2060690094482824,0.4070349601545173,-3.1869368906498305,-1.5622863442004755,0,375,-2.0593981742858887,-3.9664475639270296,1.542418398420874,-6.996785090481669,-0.8883776947128538,6,Penn Jillette,Magician,53.0,Penn Jillette
6,5,1,-1.2900651749527905,6-1,9,12,S6:Priscilla Presley,S6:Priscilla Presley,374,Louis van Amstel,43,Actor/Actress,0,62.0,1.9944562995364776,0.0432283394038677,0.1229760580991118,0.0466842620044757,0.0388196579467689,0.2284545607806302,0.1229760580991118,-1.9645446049475055,0.43285105508890914,1.8217733205874336,0.3671168549129291,1.0799884374606716,2.654273153489964,0,376,0.0432283394038677,0.0613947661086853,1.5057635946329433,-2.880089146243376,2.972501261270532,6,Priscilla Presley,Actor/Actress,62.0,Priscilla Presley
6,5,1,-1.2900651749527905,6-1,10,12,S6:Shannon Elizabeth,S6:Shannon Elizabeth,375,Derek Hough,19,Actor/Actress,0,34.0,-0.17739842173824924,-0.7452566027641296,0.0278311881059169,0.0117808910623088,0.0073004123998719,0.052850569267986,0.0278311881059169,-3.5533721979894404,0.4354163261254184,0.3122528709333645,0.3351124707106194,-0.4497522354813848,0.9930973451714186,0,377,-0.7452566027641296,-1.4481256835453833,1.506298991857408,-4.383885790749548,1.469802978378081,6,Shannon Elizabeth,Actor/Actress,34.0,Shannon Elizabeth
6,5,1,-1.2900651749527905,6-1,11,12,S6:Steve Guttenberg,S6:Steve Guttenberg,376,Anna Trebunskaya,6,Actor/Actress,0,49.0,0.9860951789446402,-1.533741474151611,0.0066916307032333,0.0032709803381276,0.0014478284930308,0.013767520557287,0.0066916307032333,-5.000183562145978,0.49210964128787316,-1.1430130859316507,0.3650479907327478,-1.978814747564393,-0.4341054644747432,0,378,-1.533741474151611,-2.9033916404103985,1.5197844495732504,-5.84985628538181,0.1125974851839772,6,Steve Guttenberg,Actor/Actress,49.0,Steve Guttenberg
6,5,2,-0.9260994187390595,6-2,0,12,S6:Adam Carolla,S6:Adam Carolla,365,Julianne Hough,35,Other,4,43.0,0.5206977386714844,-1.2709132432937622,0.0058696897930591,0.0027303359010289,0.0013281797036238,0.0116160943719633,0.0058696897930591,-5.132066508565093,0.4679049229194711,-1.2163634720869323,0.3530238345556948,-2.048599566844666,-0.5158436155814577,0,367,-1.2709132432937622,-2.387504826737074,1.4519089910531655,-5.245218724966962,0.5052019443600113,6,Adam Carolla,Radio Personality,43.0,Adam Carolla
6,5,2,-0.9260994187390595,6-2,1,12,S6:Cristian de la Fuente,S6:Cristian de la Fuente,366,Cheryl Burke,14,Actor/Actress,0,34.0,-0.17739842173824924,-1.0080848932266235,0.0107777772997703,0.0048997771781658,0.0036942926425097,0.021981351470482,0.0107777772997703,-4.5194326439047146,0.4595716824768271,-0.5798216542868805,0.3423136748305364,-1.1707065991806058,0.2682904769673734,0,368,-1.0080848932266235,-1.7509630089370227,1.4405672861965768,-4.560908046082659,1.101839466617984,6,Cristian de la Fuente,Actor/Actress,34.0,Cristian de la Fuente
6,5,2,-0.9260994187390595,6-2,2,12,S6:Jason Taylor,S6:Jason Taylor,367,Edyta Sliwinska,21,Athlete,1,33.0,-0.2549646617837752,0.8317132592201233,0.3254763265510383,0.0898384654017252,0.1730598042845848,0.5641189517194449,0.3254763265510383,-0.7287170432926805,0.4092095141709374,2.8838857391879045,0.4503180205719566,2.1767008016078475,4.019430078817148,0,369,0.8317132592201233,1.7127443845377623,1.4509240003585275,-1.1421480691813222,4.552909198719072,6,Jason Taylor,Athlete,33.0,Jason Taylor
6,5,2,-0.9260994187390595,6-2,3,12,S6:Kristi Yamaguchi,S6:Kristi Yamaguchi,368,Mark Ballas,45,Athlete,1,36.0,-0.02226594164719732,0.8317132592201233,0.3117759663871503,0.0848885120860813,0.1540988127262969,0.5223870875044149,0.3117759663871503,-0.7918295417465252,0.39561837313861065,2.839174377562358,0.4295508204644159,2.139505371978484,3.923519016362089,0,370,0.8317132592201233,1.668033022912216,1.4632766870186065,-1.174826959179355,4.604642772753716,6,Kristi Yamaguchi,Athlete,36.0,Kristi Yamaguchi
6,5,2,-0.9260994187390595,6-2,4,12,S6:Mario,S6:Mario,369,Karina Smirnoff,36,Singer/Rapper,5,21.0,-1.1857595423300868,0.5688849687576294,0.1762294207969533,0.0568548751090811,0.066910463145635,0.3058833410996903,0.1762294207969533,-1.5421053944057312,0.3916363721032124,2.248021569524623,0.3771523480220528,1.5139862511484692,3.0921863239004086,0,371,0.5688849687576294,1.0768802148744805,1.4419150828258924,-1.797395100147969,3.9090873038138327,6,Mario,Singer/Rapper,21.0,Mario
6,5,2,-0.9260994187390595,6-2,5,12,S6:Marissa Jaret Winokur,S6:Marissa Jaret Winokur,370,Tony Dovolani,52,Actor/Actress,0,35.0,-0.09983218169272329,-0.7452566027641296,0.0166745697633698,0.0069860757967376,0.0054658046810489,0.0333594102337109,0.0166745697633698,-4.077055333414299,0.42607042109291826,-0.1383343589429023,0.3197724379246086,-0.7411966532928294,0.597581461493777,0,372,-0.7452566027641296,-1.3094757135930444,1.4450321574453175,-4.155887858164884,1.5695745343560352,6,Marissa Jaret Winokur,Actor/Actress,35.0,Marissa Jaret Winokur
6,5,2,-0.9260994187390595,6-2,6,12,S6:Marlee Matlin,S6:Marlee Matlin,371,Fabian Sanchez,27,Actor/Actress,0,42.0,0.44313149862595846,0.0432283394038677,0.0689131822610915,0.0261947481916975,0.0248330792184857,0.130021225376555,0.0689131822610915,-2.603505040802121,0.40824581821870154,1.295865900777737,0.3464621929913287,0.6315981943237399,2.102029078095002,0,373,0.0432283394038677,0.1247245461275942,1.4493584904754562,-2.672337336018782,2.9973080330917043,6,Marlee Matlin,Actor/Actress,42.0,Marlee Matlin
6,5,2,-0.9260994187390595,6-2,7,12,S6:Monica Seles,S6:Monica Seles,372,Jonathan Roberts,34,Athlete,1,34.0,-0.17739842173824924,-2.3222265243530273,0.0008018553522217,0.0004811408366637,0.0001143791691731,0.0019184201274422,0.0008018553522217,-7.127780148179994,0.6005159787147829,-3.2885178865225915,0.4735180764244038,-4.5030828139323065,-2.5563727977114445,1,374,-2.3222265243530273,-4.459659241172734,1.5027783626382156,-7.455054289780231,-1.5565824549304577,6,Monica Seles,Athlete,34.0,Monica Seles
6,5,2,-0.9260994187390595,6-2,8,12,S6:Penn Jillette,S6:Penn Jillette,373,Kym Johnson,40,Other,4,53.0,1.296360139126744,-1.79656982421875,0.0020933406960834,0.001086492627408,0.0003743594475397,0.0045299261405046,0.0020933406960834,-6.16689853514278,0.5201120867510902,-2.2892705235972404,0.410846450008312,-3.2837144312571573,-1.6416279585155018,1,375,-1.79656982421875,-3.4604118782473825,1.4815751063496632,-6.379066832333568,-0.5429712317769135,6,Penn Jillette,Magician,53.0,Penn Jillette
6,5,2,-0.9260994187390595,6-2,9,12,S6:Priscilla Presley,S6:Priscilla Presley,374,Louis van Amstel,43,Actor/Actress,0,62.0,1.9944562995364776,-0.7452566027641296,0.0151398308283832,0.0067834431163901,0.0038850682503759,0.0295757332591545,0.0151398308283832,-4.175170596734857,0.4549404905045246,-0.2582665921722066,0.3471129408384459,-1.0675619635664997,0.4597496999653043,0,376,-0.7452566027641296,-1.4294079468223488,1.4502532428647954,-4.29417530305366,1.4205678738204122,6,Priscilla Presley,Actor/Actress,62.0,Priscilla Presley
6,5,2,-0.9260994187390595,6-2,10,12,S6:Shannon Elizabeth,S6:Shannon Elizabeth,375,Derek Hough,19,Actor/Actress,0,34.0,-0.17739842173824924,0.0432283394038677,0.0648847816219232,0.0244800111338916,0.0201730551301858,0.1173604210240937,0.0648847816219232,-2.668056643342305,0.4034629306404376,1.227470453491749,0.3435999582361831,0.5091931323908283,1.958901334050157,0,377,0.0432283394038677,0.0563290988416067,1.4391092461412385,-2.7598215137713393,2.8365478133218964,6,Shannon Elizabeth,Actor/Actress,34.0,Shannon Elizabeth
6,5,2,-0.9260994187390595,6-2,11,12,S6:Steve Guttenberg,S6:Steve Guttenberg,376,Anna Trebunskaya,6,Actor/Actress,0,49.0,0.9860951789446402,-2.0593981742858887,0.0013632586489553,0.0007570576074283,0.0002383236299091,0.0031122104278504,0.0013632586489553,-6.596513191082019,0.556087490978328,-2.7238435529356178,0.4206306236404968,-3.73327646792955,-2.0118363340337737,0,378,-2.0593981742858887,-3.89498490758576,1.4817686189702657,-6.742106488202707,-1.0247228751025066,6,Steve Guttenberg,Actor/Actress,49.0,Steve Guttenberg
6,5,3,-0.5621336625253286,6-3,0,10,S6:Adam Carolla,S6:Adam Carolla,365,Julianne Hough,35,Other,4,43.0,0.5206977386714844,-0.7452566027641296,0.0197085464192882,0.0082042096561335,0.0055673653138675,0.0372520275934083,0.0197085464192882,-3.906797559004617,0.4246459037849682,-0.9254859977579172,0.3460924113722736,-1.7513426641560843,-0.235624483808078,0,367,-0.7452566027641296,-1.4239384683323753,1.4546703399430243,-4.357174867489592,1.388683428515721,6,Adam Carolla,Radio Personality,43.0,Adam Carolla
6,5,3,-0.5621336625253286,6-3,1,10,S6:Cristian de la Fuente,S6:Cristian de la Fuente,366,Cheryl Burke,14,Actor/Actress,0,34.0,-0.17739842173824924,0.3060566484928131,0.1601365356790811,0.0579701330263428,0.0772296382933104,0.3129233351298192,0.1601365356790811,-1.6572125368171144,0.43102769801436586,1.2086844898681826,0.3677291648542327,0.6403360918932272,2.1582599146521626,0,368,0.3060566484928131,0.7102320192937244,1.4530829270217278,-2.206468410605878,3.5479885144908585,6,Cristian de la Fuente,Actor/Actress,34.0,Cristian de la Fuente
6,5,3,-0.5621336625253286,6-3,2,10,S6:Jason Taylor,S6:Jason Taylor,367,Edyta Sliwinska,21,Athlete,1,33.0,-0.2549646617837752,-0.2195999771356582,0.0582656688339776,0.024176143925527,0.0225791183336786,0.1220045638672636,0.0582656688339776,-2.7827101593047137,0.4406014208405539,0.1795057323503435,0.3429489422309396,-0.4626013443337961,1.0187853164328615,0,369,-0.2195999771356582,-0.3189467382241145,1.4483686688557098,-3.199432520944183,2.468625890718628,6,Jason Taylor,Athlete,33.0,Jason Taylor
6,5,3,-0.5621336625253286,6-3,3,10,S6:Kristi Yamaguchi,S6:Kristi Yamaguchi,368,Mark Ballas,45,Athlete,1,36.0,-0.02226594164719732,0.8317132592201233,0.3925805027327726,0.0936263515750445,0.210004907050386,0.6239153846840945,0.3925805027327726,-0.436478032951687,0.3926274372445676,2.1316326631996185,0.3892627198644737,1.459594499250464,3.114625600317216,0,370,0.8317132592201233,1.6331801926251606,1.4654469206434828,-1.3284795715854767,4.526393688793604,6,Kristi Yamaguchi,Athlete,36.0,Kristi Yamaguchi
6,5,3,-0.5621336625253286,6-3,4,10,S6:Mario,S6:Mario,369,Karina Smirnoff,36,Singer/Rapper,5,21.0,-1.1857595423300868,-0.7452566027641296,0.0191688933273558,0.0080692343487305,0.0051314751800122,0.0368209305119513,0.0191688933273558,-3.9351114543026826,0.4291815630227665,-0.9555680599617116,0.3541712464796995,-1.7953679323048195,-0.2958152246907936,0,371,-0.7452566027641296,-1.4540205305361698,1.4564673193446267,-4.3940044413740456,1.312022697605608,6,Mario,Singer/Rapper,21.0,Mario
6,5,3,-0.5621336625253286,6-3,5,10,S6:Marissa Jaret Winokur,S6:Marissa Jaret Winokur,370,Tony Dovolani,52,Actor/Actress,0,35.0,-0.09983218169272329,-1.2709132432937622,0.0078859889921405,0.0034693132948264,0.0024772585173191,0.0158587493577538,0.0078859889921405,-4.8347503915515215,0.44343071391794603,-1.844295261997397,0.3408932209764606,-2.5884975095715688,-1.1696067926551577,0,372,-1.2709132432937622,-2.342747732571855,1.4528992998198376,-5.264072430598321,0.4808644465976194,6,Marissa Jaret Winokur,Actor/Actress,35.0,Marissa Jaret Winokur
6,5,3,-0.5621336625253286,6-3,6,10,S6:Marlee Matlin,S6:Marlee Matlin,371,Fabian Sanchez,27,Actor/Actress,0,42.0,0.44313149862595846,-0.7452566027641296,0.019929082106917,0.0085851420010359,0.0064162484440828,0.0378282063102823,0.019929082106917,-3.89544485692893,0.43954433200417,-0.9093045612440152,0.3383334721628508,-1.6786831093625905,-0.2367831147629064,0,373,-0.7452566027641296,-1.4077570318184731,1.461825533417372,-4.310239512662227,1.4445179754997028,6,Marlee Matlin,Actor/Actress,42.0,Marlee Matlin
6,5,3,-0.5621336625253286,6-3,7,10,S6:Priscilla Presley,S6:Priscilla Presley,374,Louis van Amstel,43,Actor/Actress,0,62.0,1.9944562995364776,0.5688849687576294,0.2208303378986739,0.0687059782901553,0.0821743786167774,0.3705815732941824,0.2208303378986739,-1.2608341120276092,0.39930408797814115,1.5302396085886487,0.3561760029379814,0.7581962010628772,2.289654902351915,0,376,0.5688849687576294,1.0317871380141903,1.4541230843292676,-1.880122394650875,3.836691706795214,6,Priscilla Presley,Actor/Actress,62.0,Priscilla Presley
6,5,3,-0.5621336625253286,6-3,8,10,S6:Shannon Elizabeth,S6:Shannon Elizabeth,375,Derek Hough,19,Actor/Actress,0,34.0,-0.17739842173824924,0.0432283394038677,0.0819021684877022,0.029692321416365,0.0274626710095167,0.1462700802777597,0.0819021684877022,-2.416778487447288,0.39487513823290904,0.5199287391290094,0.3335219799471638,-0.2526338129717735,1.1927524456067478,0,377,0.0432283394038677,0.0214762685545513,1.4414289464122985,-2.844192316071601,2.8367493116964853,6,Shannon Elizabeth,Actor/Actress,34.0,Shannon Elizabeth
6,5,3,-0.5621336625253286,6-3,9,10,S6:Steve Guttenberg,S6:Steve Guttenberg,376,Anna Trebunskaya,6,Actor/Actress,0,49.0,0.9860951789446402,-0.7452566027641296,0.0195922755220907,0.0082233363030362,0.0053069337863896,0.0373130212750413,0.0195922755220907,-3.9128331479868503,0.4281110599992895,-0.9353373521747624,0.36132663193537,-1.7839176677733708,-0.2403978956453933,1,378,-0.7452566027641296,-1.4337898227492205,1.4541956927650903,-4.317152041339804,1.395300993016079,6,Steve Guttenberg,Actor/Actress,49.0,Steve Guttenberg
6,5,4,-0.19816790631159759,6-4,0,9,S6:Adam Carolla,S6:Adam Carolla,365,Julianne Hough,35,Other,4,43.0,0.5206977386714844,-1.2709132432937622,0.0022779320707889,0.0011628853252369,0.000435886332034,0.0048640608458355,0.0022779320707889,-6.082206703568173,0.511665980702144,-3.02625071773001,0.4240202714208153,-4.059990968461411,-2.327936673820598,1,367,-1.2709132432937622,-2.398321634365296,1.4523981727107038,-5.297874321975985,0.4898554280323588,6,Adam Carolla,Radio Personality,43.0,Adam Carolla
6,5,4,-0.19816790631159759,6-4,1,9,S6:Cristian de la Fuente,S6:Cristian de la Fuente,366,Cheryl Burke,14,Actor/Actress,0,34.0,-0.17739842173824924,0.5688849687576294,0.0791898677790086,0.0314023881740154,0.0338812624127036,0.154795589662462,0.0791898677790086,-2.4534055025092223,0.4306485313279287,0.6055485529337219,0.3456248895871212,0.0465465806879031,1.474494341544324,0,368,0.5688849687576294,1.233477636298436,1.4520212701383572,-1.668435237801136,4.148886993862893,6,Cristian de la Fuente,Actor/Actress,34.0,Cristian de la Fuente
6,5,4,-0.19816790631159759,6-4,2,9,S6:Jason Taylor,S6:Jason Taylor,367,Edyta Sliwinska,21,Athlete,1,33.0,-0.2549646617837752,1.357369899749756,0.3328364211902558,0.0891324412403953,0.1759768946243342,0.5624129788081093,0.3328364211902558,-0.6953841198079374,0.40139561912752175,2.0724176822365816,0.3956828845500875,1.418843455610811,3.052721642345311,0,369,1.357369899749756,2.7003467656012954,1.4754382143967857,-0.201802211933239,5.693915139697258,6,Jason Taylor,Athlete,33.0,Jason Taylor
6,5,4,-0.19816790631159759,6-4,3,9,S6:Kristi Yamaguchi,S6:Kristi Yamaguchi,368,Mark Ballas,45,Athlete,1,36.0,-0.02226594164719732,1.357369899749756,0.3192439177840083,0.0862725290607472,0.1506980714062408,0.5298867858402835,0.3192439177840083,-0.7572486229408634,0.3969706216310747,2.0277063206110353,0.3814396857985417,1.3781563104911505,2.995368848575509,0,370,1.357369899749756,2.655635403975749,1.4834762321466224,-0.2490658977286249,5.671896175228458,6,Kristi Yamaguchi,Athlete,36.0,Kristi Yamaguchi
6,5,4,-0.19816790631159759,6-4,4,9,S6:Mario,S6:Mario,369,Karina Smirnoff,36,Singer/Rapper,5,21.0,-1.1857595423300868,0.0432283394038677,0.0254374225050856,0.0104917332814109,0.0070623033490616,0.0484087789557301,0.0254374225050856,-3.6457673151476935,0.4232182696780807,-0.5602848435830374,0.3446498369514637,-1.3571545885519134,0.099455694766732,0,371,0.0432283394038677,0.0676442397816764,1.4496355077734455,-2.779058513104064,2.9456382742833287,6,Mario,Singer/Rapper,21.0,Mario
6,5,4,-0.19816790631159759,6-4,5,9,S6:Marissa Jaret Winokur,S6:Marissa Jaret Winokur,370,Tony Dovolani,52,Actor/Actress,0,35.0,-0.09983218169272329,0.0432283394038677,0.0279124379362135,0.0111528458321151,0.0096973331910236,0.0538008736770837,0.0279124379362135,-3.55037349117932,0.4110385379498646,-0.4505928569269679,0.3108706293775048,-1.0703175009080526,0.2274990082250483,0,372,0.0432283394038677,0.1773362264377459,1.4426213617680212,-2.650667650743729,3.101241817049804,6,Marissa Jaret Winokur,Actor/Actress,35.0,Marissa Jaret Winokur
6,5,4,-0.19816790631159759,6-4,6,9,S6:Marlee Matlin,S6:Marlee Matlin,371,Fabian Sanchez,27,Actor/Actress,0,42.0,0.44313149862595846,0.0432283394038677,0.0264673834960981,0.0112458375851314,0.0082156051248504,0.0508755940444983,0.0264673834960981,-3.6050181651670408,0.4364457718945826,-0.5140213448653411,0.3298225453153378,-1.2452794235988642,0.1432681255440862,0,373,0.0432283394038677,0.1139077384993727,1.4589612372542295,-2.756162649747987,3.0810368886833888,6,Marlee Matlin,Actor/Actress,42.0,Marlee Matlin
6,5,4,-0.19816790631159759,6-4,7,9,S6:Priscilla Presley,S6:Priscilla Presley,374,Louis van Amstel,43,Actor/Actress,0,62.0,1.9944562995364776,-0.4824282824993133,0.0095202654361695,0.0044115199857407,0.002259748237496,0.0190050159766743,0.0095202654361695,-4.644766675759834,0.4678359590005982,-1.568944243469407,0.3773814243182298,-2.4962933632161213,-0.915535256850464,0,376,-0.4824282824993133,-0.9410151601046928,1.45555620790986,-3.811162184899711,1.9452358642373695,6,Priscilla Presley,Actor/Actress,62.0,Priscilla Presley
6,5,4,-0.19816790631159759,6-4,8,9,S6:Shannon Elizabeth,S6:Shannon Elizabeth,375,Derek Hough,19,Actor/Actress,0,34.0,-0.17739842173824924,1.0945415496826172,0.1771143518023712,0.0577577902719953,0.0617323611604331,0.3016021700444481,0.1771143518023712,-1.5360216665909254,0.3962938452174636,1.4144214507934243,0.3442929415496372,0.6878597876233731,2.121532633679115,0,377,1.0945415496826172,2.0423505341581385,1.4540097382375845,-0.840877475844884,4.9044634251922234,6,Shannon Elizabeth,Actor/Actress,34.0,Shannon Elizabeth
6,5,5,0.16579784990213337,6-5,0,8,S6:Cristian de la Fuente,S6:Cristian de la Fuente,366,Cheryl Burke,14,Actor/Actress,0,34.0,-0.17739842173824924,-0.2195999771356582,0.0288206667298771,0.0127135962949675,0.0106466449689944,0.0597005385134539,0.0288206667298771,-3.517418415915719,0.45421864912170756,-0.6463495645052978,0.327754796461204,-1.2463234839242157,0.143191268271929,0,368,-0.2195999771356582,-0.2632188140671059,1.4207701975086264,-3.0231459486211323,2.541529426218871,6,Cristian de la Fuente,Actor/Actress,34.0,Cristian de la Fuente
6,5,5,0.16579784990213337,6-5,1,8,S6:Jason Taylor,S6:Jason Taylor,367,Edyta Sliwinska,21,Athlete,1,33.0,-0.2549646617837752,0.8317132592201233,0.2001185142077922,0.0700088278425501,0.0896365519028253,0.3847938207049144,0.2001185142077922,-1.3855538118478574,0.43736083688557126,1.3197291308405432,0.362664769507574,0.6970699586242166,2.2409272733236416,0,369,0.8317132592201233,1.702859881278735,1.4380221945127578,-1.0976730038020868,4.535816155284524,6,Jason Taylor,Athlete,33.0,Jason Taylor
6,5,5,0.16579784990213337,6-5,2,8,S6:Kristi Yamaguchi,S6:Kristi Yamaguchi,368,Mark Ballas,45,Athlete,1,36.0,-0.02226594164719732,1.357369899749756,0.501200690910163,0.0980979428573778,0.3023893905558377,0.7273209216742081,0.501200690910163,0.004802772872611523,0.39239403422254426,2.273436957906752,0.3868814799888923,1.6055171343302603,3.246416751756568,0,370,1.357369899749756,2.656567708344944,1.445384800484829,-0.13955940602879,5.481297692878801,6,Kristi Yamaguchi,Athlete,36.0,Kristi Yamaguchi
6,5,5,0.16579784990213337,6-5,3,8,S6:Mario,S6:Mario,369,Karina Smirnoff,36,Singer/Rapper,5,21.0,-1.1857595423300868,0.8317132592201233,0.175798921624107,0.05876577857191,0.0623603602248411,0.3077664823553094,0.175798921624107,-1.5450736761689663,0.40557867235596035,1.1830744989173472,0.3425430910310442,0.4410252657570493,1.893400801824724,0,371,0.8317132592201233,1.566205249355539,1.419699976735935,-1.1998084837602034,4.34296607722085,6,Mario,Singer/Rapper,21.0,Mario
6,5,5,0.16579784990213337,6-5,4,8,S6:Marissa Jaret Winokur,S6:Marissa Jaret Winokur,370,Tony Dovolani,52,Actor/Actress,0,35.0,-0.09983218169272329,0.0432283394038677,0.0445814133209359,0.0179370852634602,0.0157111254091544,0.0876890355515302,0.0445814133209359,-3.0648325246273607,0.421118532705803,-0.2048622196312514,0.3093011348617239,-0.8188321828024111,0.4752717749456457,0,372,0.0432283394038677,0.1782685308069404,1.4156787431322664,-2.6110969326466096,3.029678512732113,6,Marissa Jaret Winokur,Actor/Actress,35.0,Marissa Jaret Winokur
