event_id,season,season_id,week,contestant_key,celeb_id,pro_id,industry_id,age_z,week_z,eliminated_flag,L_logit,U_logit,mu_mean,mu_sd,y_latent_mean,y_latent_sd,share_latent_mean
5-1,5,4,1,S5:Wayne Newton,364,14,5,2.2271550196730554,-1.2900651749527905,0,-5.9290128308400405,-3.9773022140005385,-5.8613800924073765,0.46122226340996686,-5.308957318498421,0.1535691038467596,0.004922729114701055
5-2,5,4,2,S5:Albert Reed,354,6,3,-1.1081933022845607,-0.9260994187390597,1,-5.79396291933054,-3.4504382328972953,-3.866844440497091,0.5839672811814687,-4.247881407344754,0.2648764193424871,0.014093033375930708
5-2,5,4,2,S5:Cameron Mathison,355,21,0,0.1328665384438546,-0.9260994187390597,0,-5.465161416482142,-3.3645396406049657,-3.423733216891795,0.30747449342499344,-3.979208863893506,0.11069735134029422,0.018357141663598014
5-2,5,4,2,S5:Helio Castroneves,356,35,4,-0.3325309018293012,-0.9260994187390597,0,-0.786849332204972,1.0931439587388896,-1.8476369219188946,0.26245473339847053,-0.4504481775789667,0.04165807107081619,0.38925421310106806
5-2,5,4,2,S5:Jane Seymour,357,52,0,1.529058859263322,-0.9260994187390597,0,-5.397128779821633,-3.32883888828527,-3.2128818979182907,0.3176336354327652,-3.884643415915173,0.10041415438290473,0.0201411525420415
5-2,5,4,2,S5:Jennie Garth,358,19,0,-0.0998321816927232,-0.9260994187390597,0,-5.3686412010314175,-3.3485024366216782,-2.841544902143741,0.287065488899425,-3.7943719377054217,0.07039468825953221,0.022002050115709337
5-2,5,4,2,S5:Marie Osmond,360,34,5,0.8309626988535883,-0.9260994187390597,0,-2.953683697058224,-1.184630945973635,-3.1636787466244,0.288792820303991,-2.4399728843586708,0.07737867734151985,0.08017491184441189
5-2,5,4,2,S5:Mark Cuban,361,40,7,0.9860951789446402,-0.9260994187390597,0,-7.095134727883984,-4.893306846602148,-4.94737507879181,0.39984527388788876,-5.517315116381006,0.15064265016958037,0.004000548953367479
5-2,5,4,2,S5:Mel B,362,44,5,-0.3325309018293012,-0.9260994187390597,0,-3.9413352645928548,-2.079884967278395,-1.4627768355842246,0.26218259020072987,-2.4973383895328047,0.056697045881463244,0.07604497957478612
5-2,5,4,2,S5:Sabrina Bryan,363,45,0,-1.0306270622390348,-0.9260994187390597,0,-2.520444078835243,-0.4112861898358922,-1.8043084499029065,0.3735249558002727,-1.6280704234890293,0.1757733301142296,0.16409486535187234
5-2,5,4,2,S5:Wayne Newton,364,14,5,2.2271550196730554,-0.9260994187390597,0,-8.973950722563167,-6.371276528647139,-5.788651275911475,0.461590805705236,-6.814672724885476,0.12133665786851111,0.0010963490385185056
5-3,5,4,3,S5:Cameron Mathison,355,21,0,0.1328665384438546,-0.5621336625253286,0,-4.990038429065782,-3.0906952369034997,-3.3510044003959045,0.30737807136464246,-3.7634680481926863,0.11231233827983507,0.02267695474644886
5-3,5,4,3,S5:Helio Castroneves,356,35,4,-0.3325309018293012,-0.5621336625253286,0,-4.032818811988699,-2.269480645492048,-1.7749081054230027,0.26191654144619037,-2.711467892408742,0.06126035624761436,0.06230004382709938
5-3,5,4,3,S5:Jane Seymour,357,52,0,1.529058859263322,-0.5621336625253286,0,-2.2535235269191536,-0.5858265485904126,-3.1401530814223992,0.31700466036875563,-1.8891761752703409,0.05629117015558634,0.1313384299448051
5-3,5,4,3,S5:Jennie Garth,358,19,0,-0.0998321816927232,-0.5621336625253286,0,-2.9129501943501817,-1.308615164527369,-2.768816085647848,0.2872438828552567,-2.3160443620864646,0.08275173965542026,0.08980286228632225
5-3,5,4,3,S5:Marie Osmond,360,34,5,0.8309626988535883,-0.5621336625253286,0,-2.4754402887752796,-0.7578848655927275,-3.090949930128507,0.2871155225390508,-2.060031858481098,0.05920469370182398,0.1130426357740066
5-3,5,4,3,S5:Mark Cuban,361,40,7,0.9860951789446402,-0.5621336625253286,0,-6.5597319239526,-4.620366867941924,-4.8746462622959195,0.39994938721025414,-5.299899662985305,0.14981438249861007,0.004967297553512576
5-3,5,4,3,S5:Mel B,362,44,5,-0.3325309018293012,-0.5621336625253286,0,-2.0733709415277857,-0.3554539634719966,-1.3900480190883333,0.26196805555161784,-1.27831233250808,0.0944969122145595,0.21783763885890126
5-3,5,4,3,S5:Sabrina Bryan,363,45,0,-1.0306270622390348,-0.5621336625253286,0,-2.7140471258619674,-0.775016880851274,-1.731579633407015,0.37306356316294736,-1.7392428868910554,0.16038009431521402,0.14940912750001933
5-3,5,4,3,S5:Wayne Newton,364,14,5,2.2271550196730554,-0.5621336625253286,1,-7.830523579516818,-5.6161514213581425,-5.715922459415585,0.46206609570860513,-6.262704280669696,0.17835445584141008,0.0019024579886947088
5-4,5,4,4,S5:Cameron Mathison,355,21,0,0.1328665384438546,-0.1981679063115975,0,-3.2646289548109553,-1.480053916881178,-3.2782755839000104,0.30744251926161165,-2.693062105247852,0.09301734587742509,0.06338398876543967
5-4,5,4,4,S5:Helio Castroneves,356,35,4,-0.3325309018293012,-0.1981679063115975,0,-2.9637789573405877,-1.1687798026101777,-1.702179288927112,0.2615663807300054,-1.9259630152636746,0.09830415822348694,0.12719808695165657
5-4,5,4,4,S5:Jane Seymour,357,52,0,1.529058859263322,-0.1981679063115975,0,-3.80676451487988,-2.06147803366583,-3.067424264926503,0.31653071300898156,-2.983521563007748,0.11638745930816424,0.04817589036079311
5-4,5,4,4,S5:Jennie Garth,358,19,0,-0.0998321816927232,-0.1981679063115975,0,-3.1587682562938784,-1.4126859200270099,-2.6960872691519513,0.28759417727702974,-2.4357946084655175,0.10150116176321458,0.08048358773267761
5-4,5,4,4,S5:Marie Osmond,360,34,5,0.8309626988535883,-0.1981679063115975,0,-3.358685154148936,-1.6038266893662403,-3.018221113632616,0.2856015804434556,-2.6767319184734637,0.09773291032168635,0.06436039421760348
5-4,5,4,4,S5:Mark Cuban,361,40,7,0.9860951789446402,-0.1981679063115975,0,-6.171491298360675,-4.240636130558416,-4.801917445800029,0.4001770743738617,-5.03698105603898,0.1634385142597721,0.00645143051834468
5-4,5,4,4,S5:Mel B,362,44,5,-0.3325309018293012,-0.1981679063115975,0,-3.665773571200911,-1.8812998065692272,-1.3173192025924396,0.2619422129016546,-2.3085191799044935,0.05752844210640463,0.09041985958755734
5-4,5,4,4,S5:Sabrina Bryan,363,45,0,-1.0306270622390348,-0.1981679063115975,0,-1.200375707309734,0.6673049654543333,-1.6588508169111198,0.37273430343779973,-0.7414183401772433,0.09274682624299568,0.3226940697091269
5-5,5,4,5,S5:Cameron Mathison,355,21,0,0.1328665384438546,0.1657978499021333,0,-3.537470382598217,-1.629215770862537,-3.205546767404123,0.3076677360224733,-2.837119737439021,0.11546203116013962,0.05535094596886466
5-5,5,4,5,S5:Helio Castroneves,356,35,4,-0.3325309018293012,0.1657978499021333,0,-5.108023280335906,-3.1434987709205644,-1.6294504724312178,0.2614050068733247,-3.419620774397042,0.0317735412592051,0.031687862373233386
5-5,5,4,5,S5:Jane Seymour,357,52,0,1.529058859263322,0.1657978499021333,0,-3.4028334816193735,-1.5658132824826965,-2.994695448430614,0.3162124904326625,-2.683479796075303,0.11743133481232532,0.0639552421604582
5-5,5,4,5,S5:Jennie Garth,358,19,0,-0.0998321816927232,0.1657978499021333,0,-4.0398429213604246,-2.2152846559904447,-2.6233584526560634,0.2881157451697622,-2.931894771351654,0.10696602009109156,0.050599224572437713
5-5,5,4,5,S5:Marie Osmond,360,34,5,0.8309626988535883,0.1657978499021333,0,-6.094017911756111,-4.092786864737541,-2.9454922971367243,0.2842536041388319,-4.417263039672192,0.04427007882629016,0.011923333195529705
5-5,5,4,5,S5:Mark Cuban,361,40,7,0.9860951789446402,0.1657978499021333,1,-6.368439509559412,-4.3299322667110145,-4.72918862930414,0.40052812463568294,-5.075706177352345,0.1662024739359241,0.006207894928755379
5-5,5,4,5,S5:Mel B,362,44,5,-0.3325309018293012,0.1657978499021333,0,-0.7925684816049585,1.0593038124961986,-1.2445903860965493,0.26210511806396386,-0.33813946741368694,0.06435470371021226,0.4162614933471358
5-5,5,4,5,S5:Sabrina Bryan,363,45,0,-1.0306270622390348,0.1657978499021333,0,-2.437450210605825,-0.39308088593278867,-1.586122000415229,0.37253752697396486,-1.4945819746118356,0.17199768253738384,0.18323499388579295
5-6,5,4,6,S5:Cameron Mathison,355,21,0,0.1328665384438546,0.5297636061158644,0,-4.64600709536747,-2.6037760137982833,-3.132817950908227,0.3080533690347352,-3.399737953709255,0.13348635228864292,0.03230365529547166
5-6,5,4,6,S5:Helio Castroneves,356,35,4,-0.3325309018293012,0.5297636061158644,0,-2.3849801153435117,-0.43561785973823963,-1.556721655935327,0.26143276947215366,-1.4749544920631865,0.1147202540375487,0.18619072333572412
5-6,5,4,6,S5:Jane Seymour,357,52,0,1.529058859263322,0.5297636061158644,0,-6.443235968104399,-4.188567164923757,-2.921966631934722,0.3160504630252386,-4.4972143025645845,0.044642032179451986,0.011017253930600103
5-6,5,4,6,S5:Jennie Garth,358,19,0,-0.0998321816927232,0.5297636061158644,0,-3.2263118872195595,-1.392687821426953,-2.5506296361601715,0.2888076586086173,-2.405717484504492,0.11375433064154138,0.08273774747540087
5-6,5,4,6,S5:Marie Osmond,360,34,5,0.8309626988535883,0.5297636061158644,0,-5.340079501819768,-3.3859242354862156,-2.8727634806408315,0.2830739645838531,-3.8291362086694707,0.06851858957357947,0.021266294264626274
5-6,5,4,6,S5:Mel B,362,44,5,-0.3325309018293012,0.5297636061158644,0,-0.4537218553697054,1.3799377793966006,-1.1718615696006556,0.26245641957479693,-0.05740072310515742,0.05401462640494632,0.4856537580586703
5-6,5,4,6,S5:Sabrina Bryan,363,45,0,-1.0306270622390348,0.5297636061158644,1,-4.98983049004959,-2.6946690213098683,-1.513393183919337,0.3724734437428822,-3.017502727491034,0.05599822703393978,0.046641392532190795
5-7,5,4,7,S5:Cameron Mathison,355,21,0,0.1328665384438546,0.8937293623295953,0,-3.2363849747521156,-1.4617774199749671,-3.060089134412336,0.3085988169181727,-2.606125759586609,0.10108351455888552,0.06874521591064298
5-7,5,4,7,S5:Helio Castroneves,356,35,4,-0.3325309018293012,0.8937293623295953,0,-2.5700720276703644,-0.8151181384581965,-1.4839928394394333,0.26164960832094936,-1.6142649344108393,0.09734832884703866,0.1659973252226073
5-7,5,4,7,S5:Jane Seymour,357,52,0,1.529058859263322,0.8937293623295953,1,-3.5049230705400665,-1.7115616855462514,-2.84923781543883,0.3160448710175462,-2.7009327661005473,0.11997186404270507,0.06291833809483198
5-7,5,4,7,S5:Jennie Garth,358,19,0,-0.0998321816927232,0.8937293623295953,0,-2.416369488329681,-0.7766471188964263,-2.4779008196642787,0.2896686969150178,-1.872619715306765,0.07881203316390344,0.1332388905445516
5-7,5,4,7,S5:Marie Osmond,360,34,5,0.8309626988535883,0.8937293623295953,0,-2.274605450577972,-0.6193599573505695,-2.8000346641449414,0.28206477381926576,-1.8426892089585427,0.0603141238951894,0.1367335548940263
5-7,5,4,7,S5:Mel B,362,44,5,-0.3325309018293012,0.8937293623295953,0,-1.8991798876902486,-0.16571749631842478,-1.0991327531047654,0.2629953624722455,-1.0572513697903931,0.09694925390670812,0.2578350717921186
5-8,5,4,8,S5:Cameron Mathison,355,21,0,0.1328665384438546,1.2576951185433265,1,-3.718104373636435,-1.7619868459288397,-2.9873603179164445,0.3093032341863394,-2.8484262723877127,0.13335487824337156,0.05476272222872671
5-8,5,4,8,S5:Helio Castroneves,356,35,4,-0.3325309018293012,1.2576951185433265,0,-1.0649275836370187,0.8220229116634401,-1.4112640229435416,0.2620550540636847,-0.5833755120155928,0.06819609464293001,0.3581562588028903
5-8,5,4,8,S5:Jennie Garth,358,19,0,-0.0998321816927232,1.2576951185433265,0,-3.9208659373603743,-2.0200569033737787,-2.4051720031683854,0.29069735726195683,-2.7388791369387158,0.11230863324538737,0.06071779595381944
5-8,5,4,8,S5:Marie Osmond,360,34,5,0.8309626988535883,1.2576951185433265,0,-3.7546298141698013,-1.9696303274577691,-2.7273058476490477,0.2812278668258099,-2.810050109694427,0.10842681012071279,0.05678349691747333
5-8,5,4,8,S5:Mel B,362,44,5,-0.3325309018293012,1.2576951185433265,0,-1.655391289912235,0.23402105555208877,-1.0264039366088744,0.2637207963604354,-0.8428347278331287,0.10798982901781207,0.3009380936464142
5-9,5,4,9,S5:Helio Castroneves,356,35,4,-0.3325309018293012,1.6216608747570571,0,-1.5674091474866487,0.2854760712560695,-1.33853520644765,0.26264823325376424,-0.9125387346480172,0.09217247006469588,0.28648061466292657
5-9,5,4,9,S5:Jennie Garth,358,19,0,-0.0998321816927232,1.6216608747570571,1,-2.578156668624692,-0.7901115068402725,-2.332443186672494,0.2918918674970507,-1.92384861998576,0.0988455592026905,0.12743300952813985
5-9,5,4,9,S5:Marie Osmond,360,34,5,0.8309626988535883,1.6216608747570571,0,-2.774102092928731,-1.0452550810765031,-2.6545770311531554,0.28056478534246926,-2.168252413632867,0.08700536783011911,0.10263788025865056
5-9,5,4,9,S5:Mel B,362,44,5,-0.3325309018293012,1.6216608747570571,0,-1.6256749148069927,0.18181645487580428,-0.9536751201129802,0.2646311875596774,-0.8130615484460323,0.10272539172258448,0.30723848227501765
5-10,5,4,10,S5:Helio Castroneves,356,35,4,-0.3325309018293012,1.985626630970788,0,-1.2549765416581904,0.8227818655054893,-1.2658063899517582,0.26342787769618337,-0.667935601119937,0.08929742411613951,0.3389592482484261
5-10,5,4,10,S5:Marie Osmond,360,34,5,0.8309626988535883,1.985626630970788,0,-4.509700834899234,-2.5660952094548803,-2.5818482146572634,0.280076763967175,-3.156630401235964,0.09388627105433527,0.040830815402842335
5-10,5,4,10,S5:Mel B,362,44,5,-0.3325309018293012,1.985626630970788,0,-0.9888693377358323,1.087035915123038,-0.8809463036170887,0.26572463504669025,-0.3604595401452193,0.09778674250020823,0.4108483287842237
6-1,6,5,1,S6:Adam Carolla,365,35,4,0.5206977386714844,-1.2900651749527905,0,-8.177121974892644,-5.6387998557544945,-5.392524207659482,0.41455013419528347,-6.168740854525035,0.12792162938481627,0.0020894956952462293
6-1,6,5,1,S6:Cristian de la Fuente,366,14,0,-0.1773984217382492,-1.2900651749527905,0,-4.397112849642678,-2.5934633844346635,-2.7888551057430586,0.27507764634539844,-3.2318238517560953,0.09391879228965269,0.037985542521061726
6-1,6,5,1,S6:Jason Taylor,367,21,1,-0.2549646617837752,-1.2900651749527905,0,-3.9388079935995406,-2.031893062055446,-2.1614007390533567,0.2776879362944776,-2.657920428370858,0.09630132214968012,0.06550251306519798
6-1,6,5,1,S6:Kristi Yamaguchi,368,45,1,-0.0222659416471973,-1.2900651749527905,0,-0.5038408624310166,1.343225883961881,-0.9531240255287624,0.263150076979472,-0.04882505863281094,0.06427165761507674,0.4877961596261861
6-1,6,5,1,S6:Mario,369,36,5,-1.1857595423300868,-1.2900651749527905,0,-3.1543651202536576,-1.2195440518524554,-2.7491454043766606,0.3099229175674969,-2.4229120858462996,0.12122209341831038,0.08144213860600968
6-1,6,5,1,S6:Marissa Jaret Winokur,370,52,0,-0.0998321816927232,-1.2900651749527905,0,-6.205129840888938,-4.174785986199769,-3.647138194023057,0.266036049922515,-4.614912209786193,0.06391573410330083,0.009805943979337366
6-1,6,5,1,S6:Marlee Matlin,371,27,0,0.4431314986259584,-1.2900651749527905,0,-4.139734687312098,-2.25607170166251,-4.015154466313965,0.34861170892406934,-3.513662789353089,0.11910897212077756,0.028925973075744016
6-1,6,5,1,S6:Monica Seles,372,34,1,-0.1773984217382492,-1.2900651749527905,0,-8.36575507879888,-5.667143072592939,-5.864717162229735,0.5734427637284834,-6.382857608059058,0.25694061518877986,0.001687433628909375
6-1,6,5,1,S6:Penn Jillette,373,40,4,1.296360139126744,-1.2900651749527905,0,-7.773965172977161,-5.236924834726946,-5.675878844408851,0.5537512143692002,-6.0535065244831125,0.2689396769197063,0.002344100864991276
6-1,6,5,1,S6:Priscilla Presley,374,43,0,1.9944562995364776,-1.2900651749527905,0,-3.2092352857506175,-1.2170582354760233,-3.787766560348201,0.3695772271758828,-2.77596745678132,0.08588280854773786,0.058636750038483565
6-1,6,5,1,S6:Shannon Elizabeth,375,19,0,-0.1773984217382492,-1.2900651749527905,0,-4.912497248471255,-2.885988390892851,-3.1957281445886787,0.32441411757786626,-3.5907224611489528,0.1266485525532643,0.02683824312766749
6-1,6,5,1,S6:Steve Guttenberg,376,6,0,0.9860951789446402,-1.2900651749527905,0,-6.536241558463711,-4.271579871850277,-5.119042898613774,0.4795875864719741,-5.257581426215444,0.24297708395420875,0.005180903602767673
6-2,6,5,2,S6:Adam Carolla,365,35,4,0.5206977386714844,-0.9260994187390597,0,-6.622616855572797,-4.443679608366555,-5.319795391163594,0.41425408819647347,-5.4274261248070435,0.2014406089547388,0.004375165682798295
6-2,6,5,2,S6:Cristian de la Fuente,366,14,0,-0.1773984217382492,-0.9260994187390597,0,-5.597265045911577,-3.795334304420694,-2.716126289247167,0.2739723918527854,-4.1288406812904395,0.04443752891777006,0.015846383717788584
6-2,6,5,2,S6:Jason Taylor,367,21,1,-0.2549646617837752,-0.9260994187390597,0,-1.5640951534081802,0.2578957554833077,-2.0886719225574613,0.2770697233600535,-1.1266170253645134,0.06342654026441641,0.2447859571056318
6-2,6,5,2,S6:Kristi Yamaguchi,368,45,1,-0.0222659416471973,-0.9260994187390597,0,-1.7028085151418475,0.08960826208941854,-0.8803952090328709,0.26200988397448133,-0.835409907718206,0.10198773949941103,0.302502390249399
6-2,6,5,2,S6:Mario,369,36,5,-1.1857595423300868,-0.9260994187390597,0,-2.6351458081703094,-0.8194362517520261,-2.6764165878807673,0.3096004689155607,-2.069581611289238,0.0943533586727503,0.11208867185278037
6-2,6,5,2,S6:Marissa Jaret Winokur,370,52,0,-0.0998321816927232,-0.9260994187390597,0,-5.203763128702965,-3.3664868523500786,-3.574409377527168,0.2655123221393928,-4.012594691612445,0.09247825764683008,0.017765098871654603
6-2,6,5,2,S6:Marlee Matlin,371,27,0,0.4431314986259584,-0.9260994187390597,0,-3.6704320532938235,-1.9007711051109868,-3.942425649818073,0.3483293655705359,-3.170271585609491,0.09233317031307728,0.04029991031303709
6-2,6,5,2,S6:Monica Seles,372,34,1,-0.1773984217382492,-0.9260994187390597,1,-9.075877197535304,-6.254333019307892,-5.79198834573384,0.5731472654168677,-6.740657074126277,0.1687080257602635,0.001180475156457534
6-2,6,5,2,S6:Penn Jillette,373,40,4,1.296360139126744,-0.9260994187390597,1,-7.88991970288485,-5.392509426797865,-5.603150027912961,0.5537299914874588,-6.105209067724356,0.23859376089112747,0.002226247609572512
6-2,6,5,2,S6:Priscilla Presley,374,43,0,1.9944562995364776,-0.9260994187390597,0,-5.546722092920591,-3.4907791614975854,-3.7150377438523097,0.3691015154275758,-4.167646637365945,0.14150381174538706,0.015252427930706376
6-2,6,5,2,S6:Shannon Elizabeth,375,19,0,-0.1773984217382492,-0.9260994187390597,0,-3.8830281596853404,-2.017667218159997,-3.122999328092786,0.32425974742042024,-3.021116688373993,0.13122906836989298,0.0464809572800064
6-2,6,5,2,S6:Steve Guttenberg,376,6,0,0.9860951789446402,-0.9260994187390597,0,-8.341642666401814,-5.769304993321769,-5.0463140821178865,0.47916761617389114,-6.181557356584892,0.10891766411798548,0.00206294144478069
6-3,6,5,3,S6:Adam Carolla,365,35,4,0.5206977386714844,-0.5621336625253286,0,-5.185250429762925,-3.252085291267265,-5.247066574667695,0.4140772810223284,-4.612253281075382,0.1343496123176842,0.009831795291080631
6-3,6,5,3,S6:Cristian de la Fuente,366,14,0,-0.1773984217382492,-0.5621336625253286,0,-2.480597108926985,-0.7864876548427034,-2.6433974727512735,0.2730438439542939,-1.9598119808140482,0.07274755927250946,0.12348739699408781
6-3,6,5,3,S6:Jason Taylor,367,21,1,-0.2549646617837752,-0.5621336625253286,0,-3.767891837491178,-1.9735829428134817,-2.0159431060615685,0.27662896176527857,-2.5617428410902754,0.0870536960667419,0.07164154101970244
6-3,6,5,3,S6:Kristi Yamaguchi,368,45,1,-0.0222659416471973,-0.5621336625253286,0,-1.3248958366345245,0.5062005989011019,-0.8076663925369788,0.26105421818374974,-0.5671445843227606,0.10026483029026752,0.3618959578350399
6-3,6,5,3,S6:Mario,369,36,5,-1.1857595423300868,-0.5621336625253286,0,-5.267217415266621,-3.2641728967340633,-2.6036877713848736,0.30943754639201304,-3.6763530040501755,0.06756538188145156,0.024690097809336467
6-3,6,5,3,S6:Marissa Jaret Winokur,370,52,0,-0.0998321816927232,-0.5621336625253286,0,-5.998122434816654,-4.1280480761762055,-3.501680561031273,0.26517412355378706,-4.543861444322058,0.05782519552444112,0.010520415350546852
6-3,6,5,3,S6:Marlee Matlin,371,27,0,0.4431314986259584,-0.5621336625253286,0,-5.042484765545555,-3.2361379913988473,-3.8696968333221844,0.3481888560591396,-4.035715006376722,0.13219327778209738,0.017366127014308837
6-3,6,5,3,S6:Priscilla Presley,374,43,0,1.9944562995364776,-0.5621336625253286,0,-2.4131638598412293,-0.5297226694870439,-3.642308927356419,0.3687593250075725,-2.0981353380931584,0.05374153952400902,0.1092781886057671
6-3,6,5,3,S6:Shannon Elizabeth,375,19,0,-0.1773984217382492,-0.5621336625253286,0,-3.5670807946113716,-1.764160112785767,-3.050270511596895,0.3242578559660076,-2.8131089087217225,0.1207326279623845,0.05661989222656875
6-3,6,5,3,S6:Steve Guttenberg,376,6,0,0.9860951789446402,-0.5621336625253286,1,-5.23341998629032,-3.2503859493299503,-4.973585265621986,0.47885056638445606,-4.541841138376906,0.17830252277616743,0.0105414670132998
6-4,6,5,4,S6:Adam Carolla,365,35,4,0.5206977386714844,-0.1981679063115975,1,-7.737693073590987,-5.3210056960830725,-5.1743377581718075,0.4140198654356882,-5.881515289099838,0.13546622493165095,0.002782788055154037
6-4,6,5,4,S6:Cristian de la Fuente,366,14,0,-0.1773984217382492,-0.1981679063115975,0,-3.350424613030383,-1.6974730336304065,-2.5706686562553838,0.2722938104150111,-2.539686873703316,0.09304671504361059,0.07312239287986681
6-4,6,5,4,S6:Jason Taylor,367,21,1,-0.2549646617837752,-0.1981679063115975,0,-1.5438458641442416,0.25096082616944393,-1.943214289565677,0.2763665005333388,-1.0779728936639588,0.06798692870226908,0.2538898193602224
6-4,6,5,4,S6:Kristi Yamaguchi,368,45,1,-0.0222659416471973,-0.1981679063115975,0,-1.7291364436064691,0.11968982521807425,-0.7349375760410862,0.26028511215189576,-0.7762877866722488,0.1062971462237752,0.3151205039599205
6-4,6,5,4,S6:Mario,369,36,5,-1.1857595423300868,-0.1981679063115975,0,-4.9458966678256475,-2.9784543722603845,-2.530958954888983,0.30943440197669037,-3.438833714894509,0.07772668466117137,0.031103612320353958
6-4,6,5,4,S6:Marissa Jaret Winokur,370,52,0,-0.0998321816927232,-0.1981679063115975,0,-4.626159701504989,-2.867163333456239,-3.4289517445353797,0.2650221644360601,-3.6278373351758404,0.09750060484056283,0.025885715634550825
6-4,6,5,4,S6:Marlee Matlin,371,27,0,0.4431314986259584,-0.1981679063115975,0,-4.793470330042227,-2.9261565614018057,-3.7969680168262925,0.34819035209775884,-3.8344010442596383,0.14222515558844728,0.021156987526479123
6-4,6,5,4,S6:Priscilla Presley,374,43,0,1.9944562995364776,-0.1981679063115975,0,-6.090239565919848,-3.9438644033289934,-3.569580110860526,0.3685510278297114,-4.429713169551105,0.10089262830527163,0.01177754392114709
6-4,6,5,4,S6:Shannon Elizabeth,375,19,0,-0.1773984217382492,-0.1981679063115975,0,-2.7212269520820236,-0.8396800661394722,-2.977541695101001,0.32440844588169726,-2.2129254922658212,0.09146523918957354,0.09859576560960573
6-5,6,5,5,S6:Cristian de la Fuente,366,14,0,-0.1773984217382492,0.1657978499021333,0,-4.53180673684072,-2.7568573598952573,-2.4979398397594923,0.2717237694875142,-3.2570831037056545,0.07311080620709588,0.0370731984339993
6-5,6,5,5,S6:Jason Taylor,367,21,1,-0.2549646617837752,0.1657978499021333,0,-2.318080731150077,-0.4692498023053634,-1.870485473069786,0.2762828478062662,-1.5834135595287606,0.10478647367818157,0.1703125818846749
6-5,6,5,5,S6:Kristi Yamaguchi,368,45,1,-0.0222659416471973,0.1657978499021333,0,-0.8359455214221604,0.9810722465391591,-0.6622087595451941,0.259704223357091,-0.2038816046486981,0.08814024503622703,0.4492054282238857
6-5,6,5,5,S6:Mario,369,36,5,-1.1857595423300868,0.1657978499021333,0,-2.710435875136462,-0.8105820306937938,-2.45823013839309,0.3095910405380351,-2.0405332658665856,0.11223684322386868,0.115012442658558
6-5,6,5,5,S6:Marissa Jaret Winokur,370,52,0,-0.0998321816927232,0.1657978499021333,0,-4.1375503395219955,-2.342184032402567,-3.3562229280394913,0.26505676510403847,-3.28524422239158,0.1031984873406878,0.03608088289164522
6-5,6,5,5,S6:Marlee Matlin,371,27,0,0.4431314986259584,0.1657978499021333,0,-5.399053543670202,-3.423392393226753,-3.724239200330401,0.3483338518567191,-4.121456964005122,0.13304762763190137,0.015961947423857457
6-5,6,5,5,S6:Priscilla Presley,374,43,0,1.9944562995364776,0.1657978499021333,1,-6.163078492058677,-3.9352140155075785,-3.4968512943646335,0.36847685096057425,-4.405140416922774,0.09729780055905839,0.012067000127189172
6-5,6,5,5,S6:Shannon Elizabeth,375,19,0,-0.1773984217382492,0.1657978499021333,0,-5.077811400472731,-3.031164618670362,-2.9048128786051097,0.32471130502074125,-3.583407170018006,0.10067763062184708,0.027029966308607413
6-6,6,5,6,S6:Cristian de la Fuente,366,14,0,-0.1773984217382492,0.5297636061158644,0,-2.7777828649927847,-0.9804994442676395,-2.4252110232635995,0.27133485560073195,-2.0856835103544755,0.09642065965570665,0.11049611523543987
6-6,6,5,6,S6:Jason Taylor,367,21,1,-0.2549646617837752,0.5297636061158644,0,-4.560096245723357,-2.698804057843545,-1.797756656573894,0.2763781659466348,-3.061938029451578,0.049767579104430734,0.04470486383770783
6-6,6,5,6,S6:Kristi Yamaguchi,368,45,1,-0.0222659416471973,0.5297636061158644,0,-0.6946407964119168,1.139755979796937,-0.5894799430493021,0.2593128166834088,-0.08367624646717561,0.08621235318536782,0.47909313561739336
6-6,6,5,6,S6:Mario,369,36,5,-1.1857595423300868,0.5297636061158644,0,-2.6358090071761686,-0.7113956445891622,-2.3855013218972,0.3099072197954786,-1.9641170279139852,0.11367710140793964,0.12302218097696417
6-6,6,5,6,S6:Marissa Jaret Winokur,370,52,0,-0.0998321816927232,0.5297636061158644,0,-3.5149306437375865,-1.7209328561380248,-3.2834941115435967,0.2652778525577467,-2.865718934504773,0.09042519145613545,0.05387445014719844
6-6,6,5,6,S6:Marlee Matlin,371,27,0,0.4431314986259584,0.5297636061158644,1,-6.4603144536842505,-4.294381294942551,-3.6515103838345055,0.3486191799799673,-4.713708713153712,0.07774949304604542,0.008891672164587363
6-6,6,5,6,S6:Shannon Elizabeth,375,19,0,-0.1773984217382492,0.5297636061158644,0,-4.999272847545872,-2.9451876134468393,-2.832084062109218,0.32516600791342865,-3.5018506480431717,0.10174633255224716,0.029259620061389466
6-7,6,5,7,S6:Cristian de la Fuente,366,14,0,-0.1773984217382492,0.8937293623295953,0,-4.174430089560492,-2.5033539819981065,-2.352482206767706,0.27112784819790253,-3.0252906106410373,0.07321106719594983,0.046296316834243574
6-7,6,5,7,S6:Jason Taylor,367,21,1,-0.2549646617837752,0.8937293623295953,0,-1.5072996666683254,0.24253744398821675,-1.7250278400780008,0.27665226996592507,-0.9973797056236503,0.0744305919141497,0.2694569143188668
6-7,6,5,7,S6:Kristi Yamaguchi,368,45,1,-0.0222659416471973,0.8937293623295953,0,-2.045927466120574,-0.24558233127147724,-0.5167511265534099,0.25911175081081333,-0.9090618604617869,0.08973738401978676,0.28719184796876257
