event_id,season,week,slot,contestant_id,pi_mean,pi_sd,pi_hdi_low,pi_hdi_high,pi_hdi_width,pi_q025,pi_q975
12-6,12,6,0,S12:Chelsea Kane,0.15264904354161862,0.17218604020981151,3.9750654387484794e-07,0.4782353065997419,0.47823490909319805,0.0012625885270255825,0.6922704988447589
12-6,12,6,1,S12:Chris Jericho,0.12772865916410653,0.13719961912080342,5.134437946662245e-07,0.3815800858577766,0.38157957241398194,0.0009692438038552383,0.5185256264639104
12-6,12,6,2,S12:Hines Ward,0.14594999271175574,0.16412032036967472,4.947477978048418e-06,0.44637230634411934,0.4463673588661413,0.0013198287655965695,0.6554715213001939
12-6,12,6,3,S12:Kendra Wilkinson,0.1421803966042687,0.1612857035316506,4.843964652387011e-06,0.4369906211079392,0.4369857771432868,0.000900601255828494,0.6342222898316445
12-6,12,6,4,S12:Kirstie Alley,0.15113454273864327,0.16775715799530574,2.459044284745006e-06,0.4833934486810653,0.48339098963678057,0.0014148623173059407,0.665451107710589
12-6,12,6,5,S12:Ralph Macchio,0.13924988559483234,0.15639822885444132,1.2405547121607765e-07,0.42446896968639175,0.4244688456309205,0.0011266354913793018,0.5959548337536086
12-6,12,6,6,S12:Romeo,0.14110747964477485,0.1586535795854823,1.2329523533273902e-07,0.43065193753055653,0.4306518142353212,0.0010915941779854699,0.6282781244733745
12-7,12,7,0,S12:Chelsea Kane,0.17379820789140252,0.18022584758361207,2.8482268183076515e-06,0.5225834579113713,0.522580609684553,0.0015655147775307493,0.7140921243904744
12-7,12,7,1,S12:Hines Ward,0.1748859259834219,0.18496707084458122,3.907003552527855e-06,0.5422530241827919,0.5422491171792393,0.0013760447149791227,0.7262829476728837
12-7,12,7,2,S12:Kendra Wilkinson,0.15346185019918204,0.16035822253744145,7.58923274968162e-06,0.4558849150283438,0.4558773257955941,0.001101945736076818,0.624810422668021
12-7,12,7,3,S12:Kirstie Alley,0.16960937941037918,0.1746690227142432,2.645090815690193e-06,0.5119892719140579,0.5119866268232421,0.0015802924618014023,0.6952844636834324
12-7,12,7,4,S12:Ralph Macchio,0.16376068590390652,0.1788590133992484,2.740954385112397e-08,0.5091498399549225,0.5091498125453786,0.0014882388168137865,0.7235578228566325
12-7,12,7,5,S12:Romeo,0.16448395061170784,0.17748656548194272,2.6048224705678746e-06,0.4982993160848034,0.4982967112623328,0.001197729437625831,0.7069615836527988
12-8,12,8,0,S12:Chelsea Kane,0.2048312035307437,0.19946704229255685,1.498452494581751e-05,0.6020321295885087,0.6020171450635629,0.0017711524178958206,0.7760460847365862
12-8,12,8,1,S12:Hines Ward,0.20735431795597914,0.205622107153533,7.863142601249362e-06,0.6207196665763152,0.6207118034337139,0.001476579851814034,0.8020331516743663
12-8,12,8,2,S12:Kirstie Alley,0.20954976085108365,0.20390038308051736,8.964310134271261e-08,0.6229712487559537,0.6229711591128523,0.0013730968665701742,0.7862229439495337
12-8,12,8,3,S12:Ralph Macchio,0.19569232072360138,0.19735783866175166,6.177732798053976e-08,0.5920859116239806,0.5920858498466526,0.0019515218993856128,0.7813143309223196
12-8,12,8,4,S12:Romeo,0.1825723969385922,0.1820795421406284,9.83107988845787e-10,0.5302136914419451,0.530213690458837,0.0013454048446500501,0.713656265164828
12-9,12,9,0,S12:Chelsea Kane,0.2588562731792232,0.22687306506601965,1.486934386281206e-06,0.7259595312650701,0.7259580443306838,0.0030210949568219153,0.8612344925829082
12-9,12,9,1,S12:Hines Ward,0.2631600316634509,0.2331834524134892,9.365502258755262e-07,0.7371746023414736,0.7371736657912477,0.0025932230826556392,0.8874558027302417
12-9,12,9,2,S12:Kirstie Alley,0.2551203795903413,0.22590775738795352,7.112791157049278e-06,0.7167004342158577,0.7166933214247007,0.0030765671217507624,0.849219576583798
12-9,12,9,3,S12:Ralph Macchio,0.22286331556698463,0.2086766506307138,6.181467105890668e-07,0.6422660602236467,0.6422654420769361,0.002325991815586082,0.8173427889754187
12-10,12,10,0,S12:Chelsea Kane,0.33638119576589226,0.25657418193385395,7.65721232317992e-06,0.8329210541832788,0.8329133969709556,0.004380696264178119,0.9296376324221934
12-10,12,10,1,S12:Hines Ward,0.3295769929385098,0.25529617572966323,8.145740461512673e-06,0.8410104343175834,0.8410022885771219,0.004032598137089297,0.9372189187542292
12-10,12,10,2,S12:Kirstie Alley,0.334041811295598,0.2567562193980067,3.3127388023110733e-06,0.8422400814279668,0.8422367686891645,0.0048440892890995865,0.9346236862438755
13-1,13,1,0,S13:Carson Kressley,0.08030873949941841,0.10669068480761383,2.3411297795174194e-06,0.23922444134142043,0.23922210021164092,0.0006745697973825647,0.4109338713556312
13-1,13,1,1,S13:Chaz Bono,0.08189766900667488,0.1115492717565162,4.5843020589170193e-07,0.2512476084044731,0.25124714997426717,0.0006566869454621219,0.40738196233920526
13-1,13,1,2,S13:Chynna Phillips,0.07919706281775703,0.10419661475223922,7.516599947535548e-07,0.2374230701078719,0.23742231844787715,0.0006634624125560774,0.3685547884318761
13-1,13,1,3,S13:David Arquette,0.08273692278557705,0.110918143278841,6.474048383019303e-07,0.2551966472552915,0.2551959998504532,0.0008365227921663993,0.39891181858476826
13-1,13,1,4,S13:Elisabetta Canalis,0.07840880042428663,0.10315938711295428,3.3670529540010743e-07,0.2405684705444885,0.2405681338391931,0.0007675972821092842,0.3782673898133655
13-1,13,1,5,S13:Hope Solo,0.08054370066643605,0.1089412044021323,6.956418318539891e-07,0.244582898755345,0.24458220311351314,0.0006744922915867307,0.3863063186184039
13-1,13,1,6,S13:J.R. Martinez,0.09015299261388998,0.12268905506147927,8.246115462365616e-08,0.2929108897161722,0.29291080725501756,0.0007366681434084983,0.4998701839614155
13-1,13,1,7,S13:Kristin Cavallari,0.08126103572977197,0.10908763024694468,3.419083783196262e-07,0.24662421649357835,0.24662387458520002,0.0005194892875837912,0.3962243561646442
13-1,13,1,8,S13:Metta World Peace (Ron),0.07862582913111953,0.10633741088807099,2.7533334482964386e-07,0.23981887486755352,0.2398185995342087,0.0005388347952196668,0.3704075162007415
13-1,13,1,9,S13:Nancy Grace,0.08597929017394478,0.11929588740658895,1.2991124514610567e-06,0.2626185636792235,0.26261726456677204,0.0008555197069135341,0.4407913137192511
13-1,13,1,10,S13:Ricki Lake,0.08887927163878002,0.11670705002762398,2.0783591618094855e-06,0.28388051156457494,0.2838784332054131,0.0006446893626493342,0.4286836277892364
13-1,13,1,11,S13:Rob Kardashian,0.09200868551234372,0.12407884491868143,2.5875168085607843e-06,0.3027564621777275,0.30275387466091896,0.0006515372051076263,0.478748600368181
13-2,13,2,0,S13:Carson Kressley,0.08908044786853563,0.11955528655046499,1.2489787894471209e-08,0.2741340328680993,0.2741340203783114,0.000701610704398723,0.4516965552937758
13-2,13,2,1,S13:Chaz Bono,0.09026647258123585,0.11599600103825948,4.527668290952746e-06,0.28062947356146917,0.2806249458931782,0.0007354156492175046,0.4404886926681512
13-2,13,2,2,S13:Chynna Phillips,0.08688339071269997,0.11066931495809781,1.0072320602807026e-06,0.2698028030738776,0.26980179584181735,0.0005739621046625294,0.4032984139337634
13-2,13,2,3,S13:David Arquette,0.08851431210224926,0.11263277603445426,1.3083440143415832e-06,0.2692984457052011,0.26929713736118677,0.000908095009108531,0.4289093158133878
13-2,13,2,4,S13:Elisabetta Canalis,0.08141227876601258,0.10072617588832768,2.8644117517345905e-07,0.23991637071172664,0.23991608427055147,0.0007501891197975802,0.38670803469188797
13-2,13,2,5,S13:Hope Solo,0.0931833297861824,0.1260384876089257,2.618496786992529e-06,0.29913268963342293,0.2991300711366359,0.0007956092528457641,0.4670675653053916
13-2,13,2,6,S13:J.R. Martinez,0.09558267452068248,0.12055722706513619,6.201196246277383e-09,0.30353418833245416,0.30353418213125793,0.0008043499339651198,0.4520741202212274
13-2,13,2,7,S13:Kristin Cavallari,0.09064986929925156,0.11616010801802748,1.5852706364460794e-06,0.27671406366138646,0.27671247839075,0.0008482939301434483,0.42872818060154305
13-2,13,2,8,S13:Nancy Grace,0.0918510621787898,0.12396260204973808,2.3993322781842123e-06,0.2832502847123226,0.2832478853800444,0.0007746595911922989,0.4821347336437455
13-2,13,2,9,S13:Ricki Lake,0.09730222986916953,0.12625935273595512,8.480277486498441e-07,0.31037206007845114,0.3103712120507025,0.00074709923003136,0.4734217240801279
13-2,13,2,10,S13:Rob Kardashian,0.09527393231519093,0.1223086706269347,3.152755258268547e-07,0.2925173930104262,0.2925170777349003,0.0008402527120681814,0.4579554137816222
13-3,13,3,0,S13:Carson Kressley,0.09800614045890188,0.12561546369270662,7.723534999719485e-07,0.30693197835813885,0.30693120600463886,0.0008214130331384876,0.4905694327029192
13-3,13,3,1,S13:Chaz Bono,0.09788732753951664,0.12337437539636177,5.629336367114244e-07,0.2994398815418173,0.29943931860818057,0.0009587173943288252,0.45986255650492075
13-3,13,3,2,S13:Chynna Phillips,0.09534386863949806,0.11841576405401986,1.293193689236679e-06,0.2843121390974979,0.2843108459038087,0.0008665426676117148,0.4283532776592468
13-3,13,3,3,S13:David Arquette,0.09872531427845005,0.12318069412672357,8.173733629973259e-07,0.30795110051396574,0.30795028314060274,0.000889133637789982,0.4670191034905398
13-3,13,3,4,S13:Hope Solo,0.09621077164263019,0.12029827957003862,2.1912860317360805e-06,0.2929636365134926,0.29296144522746087,0.001082953265357571,0.44939845599251527
13-3,13,3,5,S13:J.R. Martinez,0.10825008871667399,0.13546200360376803,5.300864128753833e-07,0.35191711663113556,0.3519165865447227,0.001049778700105592,0.537616413042851
13-3,13,3,6,S13:Kristin Cavallari,0.09131345227286533,0.1094659701787199,1.840533351729505e-06,0.27288816879388994,0.2728863282605382,0.0007206864584146113,0.40624304728139754
13-3,13,3,7,S13:Nancy Grace,0.1022659789040728,0.13410323342224206,5.518122379733891e-08,0.3291112827619488,0.329111227580725,0.0009162200606225421,0.5184597024641174
13-3,13,3,8,S13:Ricki Lake,0.10732466270129076,0.13583540973145006,4.950537952708937e-07,0.3325393468310953,0.3325388517773,0.0007212085533125378,0.5092522902013118
13-3,13,3,9,S13:Rob Kardashian,0.1046723948461003,0.13002250714426214,1.454297709982741e-06,0.33927595667614435,0.3392745023784344,0.0010066821549013815,0.4933803905851559
13-4,13,4,0,S13:Carson Kressley,0.10945058704455872,0.13390833546040876,5.698293357590989e-07,0.3482917629307703,0.3482911931014345,0.0008356033116556664,0.5185083284457509
13-4,13,4,1,S13:Chaz Bono,0.10994734102375316,0.13399703950448774,1.6615945343905109e-07,0.32342398549259777,0.32342381933314435,0.0007978903209453497,0.5410829277861346
13-4,13,4,2,S13:Chynna Phillips,0.10466204462890924,0.12743310291219218,1.1199150210324189e-07,0.3202352331593146,0.3202351211678125,0.0007450654737054428,0.48460778573175567
13-4,13,4,3,S13:David Arquette,0.10551506155392655,0.12469220557985143,2.090903026236431e-06,0.3129592865165635,0.3129571956135373,0.0010668895628263473,0.47702062004224943
13-4,13,4,4,S13:Hope Solo,0.10700434763749476,0.13007892450434583,2.041902793762449e-07,0.3257022423119134,0.32570203812163406,0.0010118044347226462,0.4932239084224235
13-4,13,4,5,S13:J.R. Martinez,0.11693409927335471,0.14283721431601332,3.3045139575218493e-07,0.35449246195735284,0.3544921315059571,0.0009107166545124641,0.554011821321247
13-4,13,4,6,S13:Nancy Grace,0.11360475892998224,0.1432437324540046,2.044205909368468e-09,0.3561034892308851,0.35610348718667917,0.0009062333853057615,0.5647236344843868
13-4,13,4,7,S13:Ricki Lake,0.11508370156197575,0.13711926458821141,7.761255257871606e-08,0.3663877947711148,0.3663877171585623,0.0008669388220671486,0.5204598946079428
13-4,13,4,8,S13:Rob Kardashian,0.11779805834604487,0.14358274280623087,8.258867120988928e-08,0.36516284014552763,0.3651627575568564,0.000735518568410852,0.5587689172250127
13-5,13,5,0,S13:Carson Kressley,0.11403919663951981,0.13293734175460503,8.601084048357022e-06,0.3387202243060741,0.33871162322202575,0.0010679758934704201,0.5087371438002798
13-5,13,5,1,S13:Chaz Bono,0.12159305604749694,0.14491473376979938,9.402318186434306e-07,0.3697884711725327,0.3697875309407141,0.0011154559813349393,0.5660449683866581
13-5,13,5,2,S13:David Arquette,0.12272063745154833,0.14559963342549725,1.16539773324934e-06,0.3852282039832634,0.38522703858553015,0.001207598976743905,0.5918143137982242
13-5,13,5,3,S13:Hope Solo,0.12067648460238649,0.14210260380020198,3.517465934490004e-07,0.36471728869867437,0.3647169369520809,0.0012466282327801153,0.5441242400240156
13-5,13,5,4,S13:J.R. Martinez,0.13341344863967788,0.1568591025927688,1.6138404415259456e-06,0.42594747554020235,0.42594586169976084,0.0012486388023805746,0.6197536124618112
13-5,13,5,5,S13:Nancy Grace,0.1213391635618673,0.1444522399353237,5.077822756186349e-06,0.37051038604424597,0.3705053082214898,0.0011738427151769368,0.5731372937944045
13-5,13,5,6,S13:Ricki Lake,0.1324526578989793,0.15616681434135748,1.0372054112774762e-06,0.4247756465128299,0.4247746093074186,0.0010633958326367278,0.6140778033798536
13-5,13,5,7,S13:Rob Kardashian,0.13376535515852392,0.15647972544560157,1.0419203526656225e-06,0.4314932726890352,0.43149223076868254,0.0010339197435464708,0.6113050521835258
13-6,13,6,0,S13:Chaz Bono,0.13295773151551124,0.15273960996761612,5.435822033170059e-06,0.40703741967153984,0.4070319838495067,0.001009438557972654,0.6039851615206808
13-6,13,6,1,S13:David Arquette,0.13860204335939233,0.1562236846821286,6.008023405458144e-06,0.4416283767119381,0.44162236868853266,0.001638658336250378,0.6121756698321906
13-6,13,6,2,S13:Hope Solo,0.1376902671331581,0.15465785738366314,1.479851824292235e-06,0.4197343548607948,0.4197328750089705,0.001468612922123276,0.6024152372582188
13-6,13,6,3,S13:J.R. Martinez,0.14713987294232164,0.1625713755505301,6.089609569734804e-07,0.45454800036256027,0.4545473914016033,0.0013189004377900182,0.6375021050628895
13-6,13,6,4,S13:Nancy Grace,0.13877250577359956,0.1583099372186725,2.5909263405612795e-07,0.4468433306739592,0.44684307158132514,0.0018151972736899535,0.6200732039212827
13-6,13,6,5,S13:Ricki Lake,0.14926657840407198,0.16450183935299098,7.259699959623728e-06,0.4686581213636414,0.46865086166368175,0.0015811369428857538,0.6424917703847071
13-6,13,6,6,S13:Rob Kardashian,0.15557100087194517,0.17409345992428152,2.373690767974674e-06,0.5072413866260018,0.5072390129352339,0.0013309608714238666,0.6831699452372049
13-7,13,7,0,S13:David Arquette,0.15294961687270264,0.15855085676560676,7.374837132640808e-10,0.45108411456449954,0.4510841138270158,0.0015900872602289087,0.6069498330900243
13-7,13,7,1,S13:Hope Solo,0.16204883266780465,0.171719380260778,8.384988330316047e-07,0.4855597239898861,0.4855588854910531,0.0018955687353644686,0.6631013070665628
13-7,13,7,2,S13:J.R. Martinez,0.17400104485493,0.182770889145577,1.3867108564690294e-06,0.5248397540737223,0.5248383673628658,0.0016484017206466902,0.7363532691059997
13-7,13,7,3,S13:Nancy Grace,0.1629801751859802,0.17490921217275973,6.228979821205877e-07,0.49769843089029236,0.4976978079923102,0.001528330731634187,0.694949666829076
13-7,13,7,4,S13:Ricki Lake,0.17423982030488078,0.18329840249145946,4.275031119936945e-09,0.531265393272636,0.5312653889976049,0.0019001902132958978,0.7333710839961587
13-7,13,7,5,S13:Rob Kardashian,0.1737805101137017,0.18196751396296326,5.011860040043728e-06,0.5234312682549007,0.5234262563948606,0.001618389114670311,0.737028827028527
13-8,13,8,0,S13:Hope Solo,0.19331883978918316,0.1925268368338988,1.479062575970205e-06,0.5648443671410122,0.5648428880784362,0.0018568584309146977,0.7644383562179874
13-8,13,8,1,S13:J.R. Martinez,0.20839908756989795,0.20346021276048795,1.0450575962292572e-07,0.6098760062115758,0.6098759017058162,0.0024892041819022186,0.7921890068589464
13-8,13,8,2,S13:Nancy Grace,0.18503251689367653,0.18643936779950962,1.412621448747543e-06,0.5599452082295612,0.5599437956081125,0.0019363878785713354,0.7153335768590483
13-8,13,8,3,S13:Ricki Lake,0.20434307569770374,0.20081248429004334,7.260902471556316e-10,0.6030176999957458,0.6030176992696555,0.001928676838039106,0.7836519129148264
13-8,13,8,4,S13:Rob Kardashian,0.20890648004953863,0.20546236037234547,7.010239791343316e-07,0.6280637834133899,0.6280630823894108,0.0020153565440201647,0.8177251238094934
13-9,13,9,0,S13:Hope Solo,0.2262229926012415,0.21030905828461768,1.8748114336742965e-05,0.6682982383576883,0.6682794902433515,0.002582346834615689,0.8215466280506688
13-9,13,9,1,S13:J.R. Martinez,0.2580285035659241,0.23102664333623685,1.435894041589783e-06,0.734949876647572,0.7349484407535305,0.003279306575852481,0.8576938543901187
13-9,13,9,2,S13:Ricki Lake,0.25482754155985715,0.227426137289463,2.930509967849324e-06,0.7068994685289812,0.7068965380190134,0.0030448687983021874,0.8571637767339213
13-9,13,9,3,S13:Rob Kardashian,0.2609209622729773,0.23284559715161707,6.866409871366491e-06,0.7433278987445079,0.7433210323346365,0.002764314058582538,0.890177386598247
13-10,13,10,0,S13:J.R. Martinez,0.333915336052061,0.2573147260842506,8.565331284133261e-07,0.8300508953814477,0.8300500388483193,0.005493046634321591,0.9357576631294364
13-10,13,10,1,S13:Ricki Lake,0.329953813668414,0.2584519738977766,3.2138804737914075e-06,0.8347036996229463,0.8347004857424726,0.004829168634711503,0.9330125988148297
13-10,13,10,2,S13:Rob Kardashian,0.336130850279525,0.2602356124584137,1.5276865290411844e-06,0.8417442615018176,0.8417427338152885,0.005447392036738812,0.9355443869387072
14-1,14,1,0,S14:Donald Driver,0.09058911894322709,0.12082939314082332,5.944145968035387e-08,0.28967439300266434,0.28967433356120464,0.0009504044186324796,0.4769182663595181
14-1,14,1,1,S14:Gavin DeGraw,0.08129029406192335,0.1098564183123464,8.438433553003819e-08,0.24967119130836476,0.24967110692402925,0.0005447027700962359,0.4053063653345257
14-1,14,1,2,S14:Gladys Knight,0.08296043223760755,0.11327560648619373,1.1415061576659256e-07,0.2536971800408173,0.2536970658902015,0.0006186981669158898,0.4200799472904403
14-1,14,1,3,S14:Jack Wagner,0.08081877167071258,0.1088480107493539,9.8905481887956e-07,0.24557904435091915,0.24557805529610027,0.0005788459600532713,0.3947814162286709
14-1,14,1,4,S14:Jaleel White,0.08206782825229317,0.10777677632170395,1.049946302477143e-08,0.25771621728192895,0.25771620678246593,0.000436081321484178,0.4059537805507041
14-1,14,1,5,S14:Katherine Jenkins,0.08875809935437785,0.1167552323297365,9.401924293439592e-08,0.2710912171503319,0.27109112313108896,0.0006550259377720936,0.4339913899147087
14-1,14,1,6,S14:Maria Menounos,0.08027222848866399,0.10566332487879738,4.238710267205607e-07,0.24428572248548067,0.24428529861445394,0.000557468311934566,0.40093229491714416
14-1,14,1,7,S14:Martina Navratilova,0.0835204578834931,0.11185407567264953,2.3023461584290135e-08,0.26508478888314374,0.26508476585968216,0.0005236893793959088,0.420824000814402
14-1,14,1,8,S14:Melissa Gilbert,0.08150735692098993,0.10324700228100094,4.05346469310117e-07,0.2529122799885065,0.2529118746420372,0.0004797324694027952,0.38541429291822943
14-1,14,1,9,S14:Roshon Fegan,0.07954843601446868,0.10279603433039286,4.959157473435029e-07,0.2367772761931612,0.23677678027741383,0.0007617978984063811,0.36588340900775734
14-1,14,1,10,S14:Sherri Sheperd,0.08095085794466217,0.11229550555019306,9.550919815091679e-11,0.24892568294362272,0.2489256828481135,0.00048797878475195523,0.3877917764603035
14-1,14,1,11,S14:William Levy,0.08771611822758055,0.11931047094571118,5.325503220002101e-07,0.27367980243022144,0.27367926987989943,0.000729097890714722,0.45644112869281867
14-2,14,2,0,S14:Donald Driver,0.09207579456031524,0.12532779644106926,1.1443358853655465e-07,0.28674969415265716,0.2867495797190686,0.0009007422416161637,0.48668343387961704
14-2,14,2,1,S14:Gavin DeGraw,0.08378310658317571,0.11269102741119279,2.690969957646794e-07,0.2605119013997388,0.26051163230274305,0.0006929204628471444,0.4250019897410254
14-2,14,2,2,S14:Gladys Knight,0.08077310063700273,0.10772228583181634,1.98538661104486e-06,0.23763425634151936,0.2376322709549083,0.000676750299089436,0.3854410255995201
14-2,14,2,3,S14:Jack Wagner,0.08314733670062803,0.10920514551344405,2.3437734801834778e-06,0.2509776618223272,0.25097531804884704,0.0005940738109884049,0.40847230993281597
14-2,14,2,4,S14:Jaleel White,0.08036173678590786,0.10573646677138408,3.4765366567796215e-06,0.2451891009940323,0.24518562445737552,0.0005352611844275214,0.38550963387962606
14-2,14,2,5,S14:Katherine Jenkins,0.0873776771588598,0.1151280833712615,4.775931252020695e-06,0.27709835823813145,0.2770935823068794,0.0007912904461814058,0.4331873661856605
14-2,14,2,6,S14:Maria Menounos,0.0818184603437003,0.10624783229434895,7.370109023556926e-07,0.24674605016126305,0.2467453131503607,0.0005639413914423955,0.3942438309598161
14-2,14,2,7,S14:Martina Navratilova,0.0790920468520458,0.10247623856031568,2.016261947719919e-06,0.24816205148947,0.24816003522752228,0.0005816683374967165,0.3710802595221887
14-2,14,2,8,S14:Melissa Gilbert,0.08376442601529625,0.11088885836574122,8.854888201404134e-06,0.27602486522263686,0.27601601033443546,0.0005935669261940254,0.4208408828634618
14-2,14,2,9,S14:Roshon Fegan,0.08262591179501828,0.11088419299937968,3.7105849763937556e-07,0.25612367270345915,0.2561233016449615,0.0005997956527812714,0.4214755451680452
14-2,14,2,10,S14:Sherri Sheperd,0.08139728011168154,0.11152340401558908,3.3089458452546353e-07,0.25105986484316345,0.25105953394857894,0.0007150811217632653,0.40999121266577526
14-2,14,2,11,S14:William Levy,0.08378312245636847,0.11027764163608873,1.8298477125465054e-08,0.2481230531026595,0.24812303480418238,0.0006489531489390237,0.40740096462727743
14-3,14,3,0,S14:Donald Driver,0.10064724626755843,0.1294128719006267,2.048612756877769e-06,0.32610265578613756,0.3261006071733807,0.0009990664134664432,0.5061478019463173
14-3,14,3,1,S14:Gavin DeGraw,0.08796506354454812,0.11480242364880583,1.9417083722427235e-06,0.270169911891011,0.2701679701826388,0.0006438096004014846,0.4193316789571207
14-3,14,3,2,S14:Gladys Knight,0.08738147545643608,0.1130188820560007,6.025777541997783e-10,0.2631506729767008,0.26315067237412304,0.0007265337987561065,0.4084363533714694
14-3,14,3,3,S14:Jack Wagner,0.08249756800346092,0.10213113163771667,1.6212307412154452e-06,0.25157290103175,0.2515712798010088,0.0007140298051860835,0.3593775232482705
14-3,14,3,4,S14:Jaleel White,0.08987049966616599,0.11760728125296221,1.2786183710109976e-07,0.28116121725072873,0.2811610893888916,0.0006749958982237992,0.4280831972482692
14-3,14,3,5,S14:Katherine Jenkins,0.09522928300497949,0.11848481403838491,8.368876508922723e-07,0.3016335617272772,0.3016327248396263,0.0008418831609604127,0.46799126490356435
14-3,14,3,6,S14:Maria Menounos,0.08986067602049573,0.11406533547331996,4.6439955750957336e-07,0.2723140728918035,0.27231360849224595,0.0008272677812661078,0.4063269757649107
14-3,14,3,7,S14:Melissa Gilbert,0.09219758294067341,0.11850519834068184,1.3060919190955235e-07,0.2898342038955436,0.2898340732863517,0.0006316676405213409,0.4475848051610841
14-3,14,3,8,S14:Roshon Fegan,0.08921489411771373,0.11546631549954199,4.986008677613225e-07,0.272282645973757,0.27228214737288925,0.0007202678023015878,0.42401935291537607
14-3,14,3,9,S14:Sherri Sheperd,0.08779632437866951,0.1116529859876049,2.93604349400043e-06,0.26362378650685425,0.26362085046336026,0.0006909148805285106,0.3926960214041834
14-3,14,3,10,S14:William Levy,0.0973393865992986,0.12497215518036556,1.7022602234887265e-07,0.3030723535010646,0.30307218327504226,0.0006812909673790254,0.4914270958871094
14-4,14,4,0,S14:Donald Driver,0.1099674011096773,0.1388722951220511,5.996491221993741e-07,0.3494603147456621,0.3494597150965399,0.0009346955947450345,0.5447722388838921
14-4,14,4,1,S14:Gavin DeGraw,0.0981984214272091,0.12502314470849646,1.8420162648649606e-06,0.3091496407022715,0.30914779868600667,0.0010565731517862018,0.4570120693692853
14-4,14,4,2,S14:Gladys Knight,0.09865289040510282,0.12565817529471562,1.184533635826341e-06,0.3106144820165531,0.31061329748291727,0.0009867902519712008,0.477770253099032
14-4,14,4,3,S14:Jaleel White,0.09451314536036116,0.11716149424377323,1.1683252242561681e-07,0.30599244760546723,0.3059923307729448,0.0007056791925755761,0.4305037485001029
14-4,14,4,4,S14:Katherine Jenkins,0.1050232129911116,0.12766882593535606,1.563599661523375e-06,0.3305206396836974,0.33051907608403586,0.0008977052819207899,0.49085166366756083
14-4,14,4,5,S14:Maria Menounos,0.0984094423249563,0.12274442252011475,5.244919146959177e-07,0.2955012866017488,0.2955007621098341,0.0009748987752438042,0.4533875914782169
14-4,14,4,6,S14:Melissa Gilbert,0.10165321285771704,0.12762133609880777,2.2961523942406302e-06,0.3167289583227728,0.3167266621703786,0.000992631482090175,0.49051326211116275
14-4,14,4,7,S14:Roshon Fegan,0.09731329788234674,0.12272639942568997,3.086963251048847e-07,0.30431544214039663,0.3043151334440715,0.0007571052119566517,0.4853821377472531
14-4,14,4,8,S14:Sherri Sheperd,0.09186673898676113,0.11680233537484778,4.920613207308838e-07,0.27556190828669935,0.2755614162253786,0.0007262829994233429,0.423447012157964
14-4,14,4,9,S14:William Levy,0.10440223665475673,0.13048060315832608,1.151218214774974e-06,0.31880849056573685,0.3188073393475221,0.000852630811302974,0.49227687993900754
14-5,14,5,0,S14:Donald Driver,0.11938582574632091,0.1423567112825834,1.3625597201812614e-07,0.3769781563857603,0.3769780201297883,0.0012537596030149562,0.563870133137773
14-5,14,5,1,S14:Gavin DeGraw,0.10234147116130932,0.12698872959167096,6.230962562026327e-07,0.3187218807540876,0.3187212576578314,0.0009575202492548494,0.49584874553360414
14-5,14,5,2,S14:Gladys Knight,0.10871666237666122,0.13585214425741335,5.890756965184201e-06,0.3308743881397837,0.33086849738281854,0.0009992333266350436,0.5359333339770724
14-5,14,5,3,S14:Jaleel White,0.10592671126135514,0.12655115997594554,1.5715512151133994e-06,0.311039244372934,0.3110376728217189,0.0009279289595947245,0.48660301356437125
14-5,14,5,4,S14:Katherine Jenkins,0.12212560862082684,0.14752604743027556,1.7939237727751363e-07,0.3895720316975294,0.3895718523051521,0.0009033862853381482,0.5694668869521773
14-5,14,5,5,S14:Maria Menounos,0.10814387588383699,0.13404315661263141,3.2140795777693093e-07,0.3310004687109129,0.3310001473029551,0.0007318335093728353,0.5263598305354213
14-5,14,5,6,S14:Melissa Gilbert,0.10691477100888325,0.12839099756291802,4.2046052886285823e-07,0.3221291298135485,0.3221287093530197,0.000822793780670164,0.4976752623836565
14-5,14,5,7,S14:Roshon Fegan,0.1100466609889886,0.13673275819274064,1.3408117410466666e-07,0.3375584826693468,0.3375583485881727,0.0009481100062154188,0.5336108024341624
14-5,14,5,8,S14:William Levy,0.11639841295181776,0.14006986004028907,2.152421036748406e-06,0.36631481823252204,0.3663126658114853,0.0009251758239860997,0.5395826038342371
14-6,14,6,0,S14:Donald Driver,0.13703786042439212,0.15864806429316614,6.012175407836516e-06,0.436531637285772,0.43652562511036413,0.0014486233597271986,0.6329806371651964
14-6,14,6,1,S14:Gladys Knight,0.11840715145804283,0.13944976164331493,1.1650467412931595e-06,0.3645449313133502,0.3645437662666089,0.0009606938623315597,0.523850760220396
14-6,14,6,2,S14:Jaleel White,0.11789789732365867,0.13719585403787338,2.56168905558616e-06,0.36270673939996545,0.36270417771090985,0.0011871310340988356,0.5202691963474422
14-6,14,6,3,S14:Katherine Jenkins,0.13304526710818226,0.15278805098944898,2.2455290117287042e-07,0.4112554597430124,0.41125523519011126,0.0011130791657958203,0.6049283710296908
14-6,14,6,4,S14:Maria Menounos,0.12156403169278934,0.14189468031602112,1.2532038330424968e-08,0.37587195890477054,0.3758719463727322,0.0009164920888237962,0.5590003962665359
