event_id,season,week,next_week,delta_week,terminal,n_active,elim_count,rule_mode,is_judges_save,active_ids,eliminated_ids,eliminated_indices,J_total_by_active,J_pct_by_active
7-1,7,1,2.0,1.0,False,13,2,percent,False,"[""S7:Brooke Burke"", ""S7:Cloris Leachman"", ""S7:Cody Linley"", ""S7:Jeffrey Ross"", ""S7:Kim Kardashian"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Misty May-Treanor"", ""S7:Rocco DiSpirito"", ""S7:Susan Lucci"", ""S7:Ted McGinley"", ""S7:Toni Braxton"", ""S7:Warren Sapp""]","[""S7:Jeffrey Ross"", ""S7:Ted McGinley""]","[3, 10]","[24.5, 16.0, 20.5, 12.0, 18.5, 21.5, 19.5, 21.0, 17.5, 18.5, 18.5, 22.5, 21.5]","[0.09722222222222222, 0.06349206349206349, 0.08134920634920635, 0.047619047619047616, 0.07341269841269842, 0.08531746031746032, 0.07738095238095238, 0.08333333333333333, 0.06944444444444445, 0.07341269841269842, 0.07341269841269842, 0.08928571428571429, 0.08531746031746032]"
7-2,7,2,3.0,1.0,False,11,2,percent,False,"[""S7:Brooke Burke"", ""S7:Cloris Leachman"", ""S7:Cody Linley"", ""S7:Kim Kardashian"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Misty May-Treanor"", ""S7:Rocco DiSpirito"", ""S7:Susan Lucci"", ""S7:Toni Braxton"", ""S7:Warren Sapp""]","[""S7:Kim Kardashian"", ""S7:Misty May-Treanor""]","[3, 6]","[24.0, 15.0, 21.0, 17.0, 20.0, 19.0, 21.0, 16.0, 21.0, 23.0, 24.0]","[0.1085972850678733, 0.06787330316742081, 0.09502262443438914, 0.07692307692307693, 0.09049773755656108, 0.08597285067873303, 0.09502262443438914, 0.07239819004524888, 0.09502262443438914, 0.10407239819004525, 0.1085972850678733]"
7-3,7,3,4.0,1.0,False,9,0,percent,False,"[""S7:Brooke Burke"", ""S7:Cloris Leachman"", ""S7:Cody Linley"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Rocco DiSpirito"", ""S7:Susan Lucci"", ""S7:Toni Braxton"", ""S7:Warren Sapp""]",[],[],"[28.0, 16.0, 21.0, 22.0, 24.0, 20.0, 21.0, 22.0, 25.0]","[0.1407035175879397, 0.08040201005025126, 0.10552763819095477, 0.11055276381909548, 0.12060301507537688, 0.10050251256281408, 0.10552763819095477, 0.11055276381909548, 0.12562814070351758]"
7-4,7,4,5.0,1.0,False,9,1,percent,False,"[""S7:Brooke Burke"", ""S7:Cloris Leachman"", ""S7:Cody Linley"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Rocco DiSpirito"", ""S7:Susan Lucci"", ""S7:Toni Braxton"", ""S7:Warren Sapp""]","[""S7:Rocco DiSpirito""]",[5],"[26.0, 22.0, 23.0, 26.0, 20.0, 18.0, 24.0, 22.0, 22.0]","[0.12807881773399016, 0.10837438423645321, 0.11330049261083744, 0.12807881773399016, 0.09852216748768473, 0.08866995073891626, 0.11822660098522167, 0.10837438423645321, 0.10837438423645321]"
7-5,7,5,6.0,1.0,False,8,1,percent,False,"[""S7:Brooke Burke"", ""S7:Cloris Leachman"", ""S7:Cody Linley"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Susan Lucci"", ""S7:Toni Braxton"", ""S7:Warren Sapp""]","[""S7:Toni Braxton""]",[6],"[29.0, 21.0, 28.0, 21.0, 27.0, 22.0, 22.0, 25.0]","[0.14871794871794872, 0.1076923076923077, 0.14358974358974358, 0.1076923076923077, 0.13846153846153847, 0.11282051282051282, 0.11282051282051282, 0.1282051282051282]"
7-6,7,6,7.0,1.0,False,7,1,percent,False,"[""S7:Brooke Burke"", ""S7:Cloris Leachman"", ""S7:Cody Linley"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Susan Lucci"", ""S7:Warren Sapp""]","[""S7:Cloris Leachman""]",[1],"[26.0, 15.0, 23.0, 27.0, 21.0, 23.0, 25.0]","[0.1625, 0.09375, 0.14375, 0.16875, 0.13125, 0.14375, 0.15625]"
7-7,7,7,8.0,1.0,False,6,1,percent,False,"[""S7:Brooke Burke"", ""S7:Cody Linley"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Susan Lucci"", ""S7:Warren Sapp""]","[""S7:Susan Lucci""]",[4],"[30.0, 22.0, 25.0, 25.0, 24.0, 21.0]","[0.20408163265306123, 0.14965986394557823, 0.17006802721088435, 0.17006802721088435, 0.16326530612244897, 0.14285714285714285]"
7-8,7,8,9.0,1.0,False,5,1,percent,False,"[""S7:Brooke Burke"", ""S7:Cody Linley"", ""S7:Lance Bass"", ""S7:Maurice Greene"", ""S7:Warren Sapp""]","[""S7:Maurice Greene""]",[3],"[27.5, 24.0, 25.0, 24.0, 27.0]","[0.21568627450980393, 0.18823529411764706, 0.19607843137254902, 0.18823529411764706, 0.21176470588235294]"
7-9,7,9,10.0,1.0,False,4,1,percent,False,"[""S7:Brooke Burke"", ""S7:Cody Linley"", ""S7:Lance Bass"", ""S7:Warren Sapp""]","[""S7:Cody Linley""]",[1],"[24.5, 23.0, 28.5, 24.5]","[0.24378109452736318, 0.22885572139303484, 0.2835820895522388, 0.24378109452736318]"
7-10,7,10,,,True,3,0,percent,False,"[""S7:Brooke Burke"", ""S7:Lance Bass"", ""S7:Warren Sapp""]",[],[],"[30.0, 27.5, 27.5]","[0.35294117647058826, 0.3235294117647059, 0.3235294117647059]"
8-1,8,1,2.0,1.0,False,13,0,percent,False,"[""S8:Belinda Carlisle"", ""S8:Chuck Wicks"", ""S8:David Alan Grier"", ""S8:Denise Richards"", ""S8:Gilles Marini"", ""S8:Holly Madison"", ""S8:Lawrence Taylor"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Steve Wozniak"", ""S8:Steve-O"", ""S8:Ty Murray""]",[],[],"[17.0, 20.0, 19.0, 18.0, 24.0, 18.0, 16.0, 21.0, 23.0, 23.0, 13.0, 17.0, 14.0]","[0.06995884773662552, 0.0823045267489712, 0.07818930041152264, 0.07407407407407407, 0.09876543209876543, 0.07407407407407407, 0.06584362139917696, 0.08641975308641975, 0.09465020576131687, 0.09465020576131687, 0.053497942386831275, 0.06995884773662552, 0.05761316872427984]"
8-2,8,2,3.0,1.0,False,13,1,percent,False,"[""S8:Belinda Carlisle"", ""S8:Chuck Wicks"", ""S8:David Alan Grier"", ""S8:Denise Richards"", ""S8:Gilles Marini"", ""S8:Holly Madison"", ""S8:Lawrence Taylor"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Steve Wozniak"", ""S8:Steve-O"", ""S8:Ty Murray""]","[""S8:Belinda Carlisle""]",[0],"[18.0, 20.0, 17.0, 21.0, 27.0, 18.0, 20.0, 23.0, 26.0, 24.0, 17.0, 14.0, 20.0]","[0.06792452830188679, 0.07547169811320754, 0.06415094339622641, 0.07924528301886792, 0.1018867924528302, 0.06792452830188679, 0.07547169811320754, 0.08679245283018867, 0.09811320754716982, 0.09056603773584905, 0.06415094339622641, 0.052830188679245285, 0.07547169811320754]"
8-3,8,3,4.0,1.0,False,12,1,percent,False,"[""S8:Chuck Wicks"", ""S8:David Alan Grier"", ""S8:Denise Richards"", ""S8:Gilles Marini"", ""S8:Holly Madison"", ""S8:Lawrence Taylor"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Steve Wozniak"", ""S8:Steve-O"", ""S8:Ty Murray""]","[""S8:Denise Richards""]",[2],"[23.0, 24.0, 16.0, 27.0, 17.0, 20.0, 25.0, 27.0, 27.0, 10.0, 15.0, 23.0]","[0.09055118110236221, 0.09448818897637795, 0.06299212598425197, 0.1062992125984252, 0.06692913385826772, 0.07874015748031496, 0.0984251968503937, 0.1062992125984252, 0.1062992125984252, 0.03937007874015748, 0.05905511811023622, 0.09055118110236221]"
8-4,8,4,5.0,1.0,False,11,2,percent,False,"[""S8:Chuck Wicks"", ""S8:David Alan Grier"", ""S8:Gilles Marini"", ""S8:Holly Madison"", ""S8:Lawrence Taylor"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Steve Wozniak"", ""S8:Steve-O"", ""S8:Ty Murray""]","[""S8:Holly Madison"", ""S8:Steve Wozniak""]","[3, 8]","[22.0, 22.0, 30.0, 16.0, 19.0, 27.0, 29.0, 25.0, 12.0, 15.0, 25.0]","[0.09090909090909091, 0.09090909090909091, 0.12396694214876033, 0.06611570247933884, 0.07851239669421488, 0.1115702479338843, 0.11983471074380166, 0.10330578512396695, 0.049586776859504134, 0.06198347107438017, 0.10330578512396695]"
8-5,8,5,6.0,1.0,False,9,1,percent,False,"[""S8:Chuck Wicks"", ""S8:David Alan Grier"", ""S8:Gilles Marini"", ""S8:Lawrence Taylor"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Steve-O"", ""S8:Ty Murray""]","[""S8:David Alan Grier""]",[1],"[23.0, 22.0, 29.0, 20.0, 26.0, 25.0, 26.0, 18.0, 21.0]","[0.10952380952380952, 0.10476190476190476, 0.1380952380952381, 0.09523809523809523, 0.12380952380952381, 0.11904761904761904, 0.12380952380952381, 0.08571428571428572, 0.1]"
8-6,8,6,7.0,1.0,False,8,1,percent,False,"[""S8:Chuck Wicks"", ""S8:Gilles Marini"", ""S8:Lawrence Taylor"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Steve-O"", ""S8:Ty Murray""]","[""S8:Steve-O""]",[6],"[23.0, 26.0, 22.0, 28.0, 27.0, 26.0, 16.0, 18.0]","[0.12365591397849462, 0.13978494623655913, 0.11827956989247312, 0.15053763440860216, 0.14516129032258066, 0.13978494623655913, 0.08602150537634409, 0.0967741935483871]"
8-7,8,7,8.0,1.0,False,7,1,percent,False,"[""S8:Chuck Wicks"", ""S8:Gilles Marini"", ""S8:Lawrence Taylor"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Ty Murray""]","[""S8:Lawrence Taylor""]",[2],"[27.0, 27.0, 21.0, 26.0, 29.0, 28.0, 24.0]","[0.14835164835164835, 0.14835164835164835, 0.11538461538461539, 0.14285714285714285, 0.15934065934065933, 0.15384615384615385, 0.13186813186813187]"
8-8,8,8,9.0,1.0,False,6,1,percent,False,"[""S8:Chuck Wicks"", ""S8:Gilles Marini"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Ty Murray""]","[""S8:Chuck Wicks""]",[0],"[25.5, 27.5, 28.0, 23.0, 26.0, 26.0]","[0.16346153846153846, 0.1762820512820513, 0.1794871794871795, 0.14743589743589744, 0.16666666666666666, 0.16666666666666666]"
8-9,8,9,10.0,1.0,False,5,1,percent,False,"[""S8:Gilles Marini"", ""S8:Lil' Kim"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Ty Murray""]","[""S8:Lil' Kim""]",[1],"[28.0, 26.0, 28.5, 28.0, 23.0]","[0.20973782771535582, 0.1947565543071161, 0.21348314606741572, 0.20973782771535582, 0.17228464419475656]"
8-10,8,10,11.0,1.0,False,4,1,percent,False,"[""S8:Gilles Marini"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson"", ""S8:Ty Murray""]","[""S8:Ty Murray""]",[3],"[30.0, 27.5, 28.0, 24.0]","[0.273972602739726, 0.2511415525114155, 0.2557077625570776, 0.2191780821917808]"
8-11,8,11,,,True,3,0,percent,False,"[""S8:Gilles Marini"", ""S8:Melissa Rycroft"", ""S8:Shawn Johnson""]",[],[],"[29.0, 28.5, 30.0]","[0.3314285714285714, 0.32571428571428573, 0.34285714285714286]"
9-1,9,1,2.0,1.0,False,16,2,percent,False,"[""S9:Aaron Carter"", ""S9:Ashley Hamiliton"", ""S9:Chuck Liddell"", ""S9:Debi Mazar"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kathy Ireland"", ""S9:Kelly Osbourne"", ""S9:Louie Vito"", ""S9:Macy Gray"", ""S9:Mark Dacascos"", ""S9:Melissa Joan Hart"", ""S9:Michael Irvin"", ""S9:Mya"", ""S9:Natalie Coughlin"", ""S9:Tom DeLay""]","[""S9:Ashley Hamiliton"", ""S9:Macy Gray""]","[1, 9]","[31.999899999999997, 18.9999, 22.0, 22.0, 29.999899999999997, 33.9999, 19.9999, 30.9998, 26.9998, 18.9999, 28.9998, 24.0, 19.0, 30.999899999999997, 26.9998, 19.9999]","[0.07881779829674204, 0.046797967676719905, 0.05418740566465287, 0.05418740566465287, 0.07389167050904633, 0.08374392608443776, 0.04926103157056776, 0.07635448809650482, 0.06650223252111338, 0.046797967676719905, 0.0714283603088091, 0.05911353345234858, 0.046798213983109294, 0.07635473440289418, 0.06650223252111338, 0.04926103157056776]"
9-2,9,2,3.0,1.0,False,14,1,percent,False,"[""S9:Aaron Carter"", ""S9:Chuck Liddell"", ""S9:Debi Mazar"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kathy Ireland"", ""S9:Kelly Osbourne"", ""S9:Louie Vito"", ""S9:Mark Dacascos"", ""S9:Melissa Joan Hart"", ""S9:Michael Irvin"", ""S9:Mya"", ""S9:Natalie Coughlin"", ""S9:Tom DeLay""]","[""S9:Kathy Ireland""]",[5],"[27.0, 19.0, 21.0, 25.0, 20.0, 18.0, 19.0, 19.0, 21.0, 19.0, 20.0, 27.0, 21.0, 18.0]","[0.09183673469387756, 0.06462585034013606, 0.07142857142857142, 0.08503401360544217, 0.06802721088435375, 0.061224489795918366, 0.06462585034013606, 0.06462585034013606, 0.07142857142857142, 0.06462585034013606, 0.06802721088435375, 0.09183673469387756, 0.07142857142857142, 0.061224489795918366]"
9-3,9,3,4.0,1.0,False,13,2,percent,False,"[""S9:Aaron Carter"", ""S9:Chuck Liddell"", ""S9:Debi Mazar"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kelly Osbourne"", ""S9:Louie Vito"", ""S9:Mark Dacascos"", ""S9:Melissa Joan Hart"", ""S9:Michael Irvin"", ""S9:Mya"", ""S9:Natalie Coughlin"", ""S9:Tom DeLay""]","[""S9:Debi Mazar"", ""S9:Tom DeLay""]","[2, 12]","[21.0, 17.0, 17.0, 21.0, 23.0, 20.0, 20.0, 18.0, 19.0, 14.0, 27.0, 26.0, 15.0]","[0.08139534883720931, 0.06589147286821706, 0.06589147286821706, 0.08139534883720931, 0.08914728682170543, 0.07751937984496124, 0.07751937984496124, 0.06976744186046512, 0.07364341085271318, 0.05426356589147287, 0.10465116279069768, 0.10077519379844961, 0.05813953488372093]"
9-4,9,4,5.0,1.0,False,11,1,percent,False,"[""S9:Aaron Carter"", ""S9:Chuck Liddell"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kelly Osbourne"", ""S9:Louie Vito"", ""S9:Mark Dacascos"", ""S9:Melissa Joan Hart"", ""S9:Michael Irvin"", ""S9:Mya"", ""S9:Natalie Coughlin""]","[""S9:Chuck Liddell""]",[1],"[18.0, 17.0, 24.0, 26.0, 23.0, 16.0, 22.0, 28.0, 16.0, 28.0, 24.0]","[0.0743801652892562, 0.07024793388429752, 0.09917355371900827, 0.10743801652892562, 0.09504132231404959, 0.06611570247933884, 0.09090909090909091, 0.11570247933884298, 0.06611570247933884, 0.11570247933884298, 0.09917355371900827]"
9-5,9,5,6.0,1.0,False,10,1,percent,False,"[""S9:Aaron Carter"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kelly Osbourne"", ""S9:Louie Vito"", ""S9:Mark Dacascos"", ""S9:Melissa Joan Hart"", ""S9:Michael Irvin"", ""S9:Mya"", ""S9:Natalie Coughlin""]","[""S9:Natalie Coughlin""]",[9],"[24.0, 29.0, 24.0, 24.0, 22.0, 26.0, 23.0, 21.0, 27.0, 22.0]","[0.09917355371900827, 0.11983471074380166, 0.09917355371900827, 0.09917355371900827, 0.09090909090909091, 0.10743801652892562, 0.09504132231404959, 0.08677685950413223, 0.1115702479338843, 0.09090909090909091]"
9-6,9,6,7.0,1.0,False,9,2,percent,False,"[""S9:Aaron Carter"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kelly Osbourne"", ""S9:Louie Vito"", ""S9:Mark Dacascos"", ""S9:Melissa Joan Hart"", ""S9:Michael Irvin"", ""S9:Mya""]","[""S9:Louie Vito"", ""S9:Melissa Joan Hart""]","[4, 6]","[32.9998, 30.999899999999997, 35.9999, 24.9998, 24.0, 32.0, 23.9999, 21.9998, 33.0]","[0.12692274704027823, 0.11923079733737539, 0.13846163313642237, 0.09615340976180302, 0.09230801183542559, 0.12307734911390078, 0.09230762721870961, 0.08461490828237482, 0.12692351627371018]"
9-7,9,7,8.0,1.0,False,7,2,percent,False,"[""S9:Aaron Carter"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kelly Osbourne"", ""S9:Mark Dacascos"", ""S9:Michael Irvin"", ""S9:Mya""]","[""S9:Mark Dacascos"", ""S9:Michael Irvin""]","[4, 5]","[26.5, 26.0, 27.5, 26.0, 21.5, 23.5, 24.5]","[0.150997150997151, 0.14814814814814814, 0.15669515669515668, 0.14814814814814814, 0.1225071225071225, 0.1339031339031339, 0.1396011396011396]"
9-8,9,8,9.0,1.0,False,5,1,percent,False,"[""S9:Aaron Carter"", ""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kelly Osbourne"", ""S9:Mya""]","[""S9:Aaron Carter""]",[0],"[25.0, 25.0, 26.0, 25.5, 29.5]","[0.19083969465648856, 0.19083969465648856, 0.1984732824427481, 0.1946564885496183, 0.22519083969465647]"
9-9,9,9,10.0,1.0,False,4,1,percent,False,"[""S9:Donny Osmond"", ""S9:Joanna Krupa"", ""S9:Kelly Osbourne"", ""S9:Mya""]","[""S9:Joanna Krupa""]",[1],"[24.6666, 27.0, 25.9998, 28.9999]","[0.2312501699224591, 0.2531258701201785, 0.2437489628870599, 0.27187499707030244]"
9-10,9,10,,,True,3,0,percent,False,"[""S9:Donny Osmond"", ""S9:Kelly Osbourne"", ""S9:Mya""]",[],[],"[28.9998, 25.2222, 28.3332]","[0.35127769056340485, 0.305519216233502, 0.3432030932030932]"
10-1,10,1,2.0,1.0,False,11,0,percent,False,"[""S10:Aiden Turner"", ""S10:Buzz Aldrin"", ""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Jake Pavelka"", ""S10:Kate Gosselin"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash"", ""S10:Pamela Anderson"", ""S10:Shannen Doherty""]",[],[],"[15.0, 14.0, 18.0, 21.0, 23.0, 20.0, 16.0, 25.0, 18.0, 21.0, 18.0]","[0.07177033492822966, 0.06698564593301436, 0.0861244019138756, 0.10047846889952153, 0.11004784688995216, 0.09569377990430622, 0.07655502392344497, 0.11961722488038277, 0.0861244019138756, 0.10047846889952153, 0.0861244019138756]"
10-2,10,2,3.0,1.0,False,11,1,percent,False,"[""S10:Aiden Turner"", ""S10:Buzz Aldrin"", ""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Jake Pavelka"", ""S10:Kate Gosselin"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash"", ""S10:Pamela Anderson"", ""S10:Shannen Doherty""]","[""S10:Shannen Doherty""]",[10],"[19.0, 12.0, 16.0, 23.0, 24.0, 20.0, 15.0, 28.0, 21.0, 22.0, 20.0]","[0.08636363636363636, 0.05454545454545454, 0.07272727272727272, 0.10454545454545454, 0.10909090909090909, 0.09090909090909091, 0.06818181818181818, 0.12727272727272726, 0.09545454545454546, 0.1, 0.09090909090909091]"
10-3,10,3,4.0,1.0,False,10,1,percent,False,"[""S10:Aiden Turner"", ""S10:Buzz Aldrin"", ""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Jake Pavelka"", ""S10:Kate Gosselin"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash"", ""S10:Pamela Anderson""]","[""S10:Buzz Aldrin""]",[1],"[20.0, 13.0, 20.0, 23.0, 26.0, 21.0, 15.0, 23.0, 21.0, 21.0]","[0.09852216748768473, 0.06403940886699508, 0.09852216748768473, 0.11330049261083744, 0.12807881773399016, 0.10344827586206896, 0.07389162561576355, 0.11330049261083744, 0.10344827586206896, 0.10344827586206896]"
10-4,10,4,5.0,1.0,False,9,1,percent,False,"[""S10:Aiden Turner"", ""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Jake Pavelka"", ""S10:Kate Gosselin"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash"", ""S10:Pamela Anderson""]","[""S10:Aiden Turner""]",[0],"[16.5, 22.0, 19.5, 26.0, 19.0, 16.0, 25.0, 18.0, 23.5]","[0.0889487870619946, 0.11859838274932614, 0.10512129380053908, 0.14016172506738545, 0.10242587601078167, 0.0862533692722372, 0.1347708894878706, 0.09703504043126684, 0.12668463611859837]"
10-5,10,5,6.0,1.0,False,8,1,percent,False,"[""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Jake Pavelka"", ""S10:Kate Gosselin"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash"", ""S10:Pamela Anderson""]","[""S10:Kate Gosselin""]",[4],"[18.0, 22.0, 27.0, 23.0, 15.0, 29.0, 18.0, 21.0]","[0.10404624277456648, 0.12716763005780346, 0.15606936416184972, 0.1329479768786127, 0.08670520231213873, 0.1676300578034682, 0.10404624277456648, 0.12138728323699421]"
10-6,10,6,7.0,1.0,False,7,1,percent,False,"[""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Jake Pavelka"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash"", ""S10:Pamela Anderson""]","[""S10:Jake Pavelka""]",[3],"[30.999899999999997, 34.0, 27.0, 24.999899999999997, 35.9999, 25.9998, 29.9998]","[0.148325377166335, 0.16267997069846646, 0.12918703555466454, 0.11961714704307622, 0.17224890226905065, 0.12440137359311731, 0.14354019367528983]"
10-7,10,7,8.0,1.0,False,6,1,percent,False,"[""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash"", ""S10:Pamela Anderson""]","[""S10:Pamela Anderson""]",[5],"[26.0, 25.5, 27.0, 27.0, 24.5, 25.5]","[0.16720257234726688, 0.1639871382636656, 0.17363344051446947, 0.17363344051446947, 0.15755627009646303, 0.1639871382636656]"
10-8,10,8,9.0,1.0,False,5,1,percent,False,"[""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Nicole Scherzinger"", ""S10:Niecy Nash""]","[""S10:Niecy Nash""]",[4],"[22.5, 26.5, 26.5, 29.5, 21.5]","[0.17786561264822134, 0.20948616600790515, 0.20948616600790515, 0.233201581027668, 0.16996047430830039]"
10-9,10,9,10.0,1.0,False,4,1,percent,False,"[""S10:Chad Ochocinco"", ""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Nicole Scherzinger""]","[""S10:Chad Ochocinco""]",[0],"[26.0, 28.0, 29.5, 29.5]","[0.23008849557522124, 0.24778761061946902, 0.2610619469026549, 0.2610619469026549]"
10-10,10,10,,,True,3,0,percent,False,"[""S10:Erin Andrews"", ""S10:Evan Lysacek"", ""S10:Nicole Scherzinger""]",[],[],"[26.9998, 26.8887, 28.7777]","[0.32661232765023673, 0.325268368450467, 0.3481193038992962]"
11-1,11,1,2.0,1.0,False,12,1,percent,False,"[""S11:Audrina Patridge"", ""S11:Brandy"", ""S11:Bristol Palin"", ""S11:David Hasselhoff"", ""S11:Florence Henderson"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey"", ""S11:Margaret Cho"", ""S11:Michael Bolton"", ""S11:Rick Fox"", ""S11:The Situation""]","[""S11:David Hasselhoff""]",[3],"[19.0, 23.0, 18.0, 15.0, 18.0, 24.0, 19.0, 23.0, 15.0, 16.0, 22.0, 15.0]","[0.08370044052863436, 0.1013215859030837, 0.07929515418502203, 0.06607929515418502, 0.07929515418502203, 0.10572687224669604, 0.08370044052863436, 0.1013215859030837, 0.06607929515418502, 0.07048458149779736, 0.09691629955947137, 0.06607929515418502]"
11-2,11,2,3.0,1.0,False,11,1,percent,False,"[""S11:Audrina Patridge"", ""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Florence Henderson"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey"", ""S11:Margaret Cho"", ""S11:Michael Bolton"", ""S11:Rick Fox"", ""S11:The Situation""]","[""S11:Michael Bolton""]",[8],"[23.0, 21.0, 22.0, 19.0, 24.0, 21.0, 22.0, 18.0, 12.0, 21.0, 18.0]","[0.10407239819004525, 0.09502262443438914, 0.09954751131221719, 0.08597285067873303, 0.1085972850678733, 0.09502262443438914, 0.09954751131221719, 0.08144796380090498, 0.05429864253393665, 0.09502262443438914, 0.08144796380090498]"
11-3,11,3,4.0,1.0,False,10,1,percent,False,"[""S11:Audrina Patridge"", ""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Florence Henderson"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey"", ""S11:Margaret Cho"", ""S11:Rick Fox"", ""S11:The Situation""]","[""S11:Margaret Cho""]",[7],"[26.0, 24.0, 19.0, 20.0, 24.0, 23.0, 23.0, 18.0, 24.0, 20.0]","[0.11764705882352941, 0.1085972850678733, 0.08597285067873303, 0.09049773755656108, 0.1085972850678733, 0.10407239819004525, 0.10407239819004525, 0.08144796380090498, 0.1085972850678733, 0.09049773755656108]"
11-4,11,4,5.0,1.0,False,9,1,percent,False,"[""S11:Audrina Patridge"", ""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Florence Henderson"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey"", ""S11:Rick Fox"", ""S11:The Situation""]","[""S11:The Situation""]",[8],"[23.0, 24.0, 16.0, 17.5, 28.0, 17.0, 20.0, 19.5, 14.0]","[0.12849162011173185, 0.1340782122905028, 0.0893854748603352, 0.09776536312849161, 0.1564245810055866, 0.09497206703910614, 0.11173184357541899, 0.10893854748603352, 0.0782122905027933]"
11-5,11,5,6.0,1.0,False,8,1,percent,False,"[""S11:Audrina Patridge"", ""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Florence Henderson"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey"", ""S11:Rick Fox""]","[""S11:Florence Henderson""]",[3],"[23.0, 27.0, 18.0, 21.0, 25.0, 24.0, 20.0, 24.0]","[0.12637362637362637, 0.14835164835164835, 0.0989010989010989, 0.11538461538461539, 0.13736263736263737, 0.13186813186813187, 0.10989010989010989, 0.13186813186813187]"
11-6,11,6,7.0,1.0,False,7,1,percent,False,"[""S11:Audrina Patridge"", ""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey"", ""S11:Rick Fox""]","[""S11:Audrina Patridge""]",[0],"[31.9998, 35.9999, 27.9998, 29.0, 21.9999, 29.999899999999997, 30.0]","[0.1545889285615942, 0.17391314849856981, 0.13526519171803963, 0.14009709211577046, 0.10628006954612891, 0.14492754323323798, 0.1449280263266591]"
